"행정구역","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0세","2017년_계_1세","2017년_계_2세","2017년_계_3세","2017년_계_4세","2017년_계_5세","2017년_계_6세","2017년_계_7세","2017년_계_8세","2017년_계_9세","2017년_계_10세","2017년_계_11세","2017년_계_12세","2017년_계_13세","2017년_계_14세","2017년_계_15세","2017년_계_16세","2017년_계_17세","2017년_계_18세","2017년_계_19세","2017년_계_20세","2017년_계_21세","2017년_계_22세","2017년_계_23세","2017년_계_24세","2017년_계_25세","2017년_계_26세","2017년_계_27세","2017년_계_28세","2017년_계_29세","2017년_계_30세","2017년_계_31세","2017년_계_32세","2017년_계_33세","2017년_계_34세","2017년_계_35세","2017년_계_36세","2017년_계_37세","2017년_계_38세","2017년_계_39세","2017년_계_40세","2017년_계_41세","2017년_계_42세","2017년_계_43세","2017년_계_44세","2017년_계_45세","2017년_계_46세","2017년_계_47세","2017년_계_48세","2017년_계_49세","2017년_계_50세","2017년_계_51세","2017년_계_52세","2017년_계_53세","2017년_계_54세","2017년_계_55세","2017년_계_56세","2017년_계_57세","2017년_계_58세","2017년_계_59세","2017년_계_60세","2017년_계_61세","2017년_계_62세","2017년_계_63세","2017년_계_64세","2017년_계_65세","2017년_계_66세","2017년_계_67세","2017년_계_68세","2017년_계_69세","2017년_계_70세","2017년_계_71세","2017년_계_72세","2017년_계_73세","2017년_계_74세","2017년_계_75세","2017년_계_76세","2017년_계_77세","2017년_계_78세","2017년_계_79세","2017년_계_80세","2017년_계_81세","2017년_계_82세","2017년_계_83세","2017년_계_84세","2017년_계_85세","2017년_계_86세","2017년_계_87세","2017년_계_88세","2017년_계_89세","2017년_계_90세","2017년_계_91세","2017년_계_92세","2017년_계_93세","2017년_계_94세","2017년_계_95세","2017년_계_96세","2017년_계_97세","2017년_계_98세","2017년_계_99세","2017년_계_100세 이상"
"전국  (0000000000)","51,778,544","51,778,544","345,786","409,814","442,943","439,700","440,872","489,401","476,061","473,580","448,183","468,858","496,041","449,954","436,496","474,366","493,910","495,262","559,804","639,416","619,744","639,432","670,955","685,001","707,489","713,246","709,736","724,578","702,166","640,303","631,234","626,259","618,127","628,300","653,497","662,636","749,385","823,495","841,840","838,693","829,177","723,499","780,568","763,958","791,817","859,972","895,428","896,361","944,179","919,109","924,665","926,695","861,873","815,855","850,770","832,633","792,265","879,476","912,277","920,380","849,219","775,456","767,925","692,708","716,331","608,431","524,848","578,745","421,321","448,083","451,830","447,042","449,247","356,256","316,490","335,832","335,307","408,443","332,373","290,050","294,405","260,703","236,440","216,390","200,619","172,333","142,364","126,316","99,951","87,556","75,834","61,796","49,612","34,909","28,262","20,684","19,769","14,616","9,619","6,922","4,832","3,305","17,850"
"서울특별시  (1100000000)","9,857,426","9,857,426","61,253","70,532","74,322","72,482","71,688","78,941","75,386","75,929","71,772","76,157","80,577","74,502","72,380","80,264","83,081","83,791","93,326","108,584","105,344","112,807","120,957","125,632","134,735","143,930","149,420","159,845","161,550","150,999","149,562","150,485","146,573","148,015","150,838","149,335","163,855","173,092","173,138","169,187","165,335","139,821","150,481","147,416","150,031","162,292","168,414","171,738","181,275","175,113","172,711","168,518","157,576","144,996","154,444","153,733","146,916","158,349","163,134","168,880","158,018","147,497","147,029","133,804","141,178","119,297","105,263","114,400","80,233","89,224","89,871","88,753","90,591","73,185","64,285","64,933","63,515","74,898","60,021","50,860","49,861","43,160","38,593","34,377","31,713","26,206","21,753","19,206","15,377","13,515","12,208","10,165","8,200","5,892","4,695","3,589","3,501","2,569","1,851","1,436","1,010","736","5,519"
"부산광역시  (2600000000)","3,470,653","3,470,653","20,494","24,546","26,663","26,164","25,913","28,685","27,748","27,241","25,022","26,256","27,829","25,013","24,646","27,049","28,719","28,824","33,157","37,918","37,434","39,455","41,907","44,966","46,950","48,615","48,657","49,413","47,343","41,735","41,886","40,319","39,039","39,207","40,312","41,524","47,131","51,805","54,551","54,669","53,544","45,842","48,261","46,132","49,327","53,224","55,663","56,281","58,769","58,427","59,136","59,832","57,500","53,538","55,908","55,151","54,854","62,869","66,668","68,830","64,035","60,191","61,251","56,284","60,042","50,329","44,433","47,883","38,445","37,723","38,417","37,810","36,283","28,573","24,263","27,296","27,136","30,171","25,039","22,085","21,200","17,857","16,261","14,419","13,027","11,098","8,932","8,020","6,467","5,232","4,720","3,977","3,250","2,083","1,736","1,226","1,072","819","527","389","280","197","1,614"
"대구광역시  (2700000000)","2,475,231","2,475,231","15,444","18,625","19,884","19,906","19,915","22,224","21,713","21,577","20,326","21,429","23,134","21,039","21,101","22,876","24,824","24,314","28,237","32,571","31,696","31,964","34,405","35,305","36,578","35,928","35,041","35,113","33,380","29,798","29,349","27,315","27,069","27,200","28,066","28,017","32,586","36,197","37,381","37,416","37,667","32,416","36,024","35,868","38,000","40,764","42,879","44,009","45,768","45,052","45,731","47,051","44,625","40,923","42,880","42,008","39,675","44,571","46,240","44,122","43,473","36,160","37,657","34,425","34,796","28,909","27,136","29,465","22,441","22,198","23,041","22,850","21,255","15,261","13,751","16,248","16,818","19,094","15,604","13,599","13,867","11,797","10,769","9,688","8,984","7,841","6,217","5,642","4,405","3,530","2,905","2,476","1,971","1,330","1,135","745","614","469","340","224","174","96","615"
"인천광역시  (2800000000)","2,948,542","2,948,542","19,907","23,915","26,124","25,940","25,988","28,679","28,145","27,732","26,308","27,187","28,953","25,780","25,055","26,866","28,387","27,955","31,692","35,859","35,119","35,897","38,515","39,744","41,413","42,650","43,502","44,791","43,628","39,622","38,327","37,619","36,625","37,121","38,797","39,289","44,606","49,267","50,876","50,171","49,715","43,198","46,037","44,116","46,656","49,695","52,167","52,435","54,396","53,235","53,663","54,184","50,406","48,254","51,773","51,260","48,538","53,694","54,359","54,290","49,157","45,370","43,326","37,925","38,631","31,994","26,993","29,615","19,284","21,789","22,291","21,724","22,133","17,931","15,286","15,489","15,495","18,393","14,851","12,606","12,937","11,648","10,157","9,663","8,938","7,525","6,421","5,632","4,535","4,073","3,581","2,904","2,337","1,689","1,397","1,088","928","659","497","337","235","165","791"
"광주광역시  (2900000000)","1,463,770","1,463,770","9,793","11,824","12,910","13,298","13,448","15,210","14,924","15,110","14,421","14,935","16,231","14,732","14,382","15,673","17,044","16,897","19,326","22,259","21,435","21,828","22,781","22,677","23,374","22,255","21,297","21,213","19,492","17,254","16,831","16,436","16,450","16,736","17,535","18,389","21,093","23,489","23,425","23,437","23,973","20,995","23,042","22,983","22,842","25,805","26,072","26,234","27,250","26,742","25,453","26,781","24,386","23,592","23,583","22,087","22,145","22,128","22,465","24,267","21,870","19,412","19,177","16,177","17,155","14,231","12,217","13,742","11,134","11,592","12,121","11,129","11,776","9,351","8,278","8,254","7,598","10,551","8,238","6,858","6,754","6,086","5,536","4,704","4,578","4,057","3,223","2,797","2,270","2,157","1,869","1,365","1,152","818","661","435","502","342","238","158","116","77","345"
"대전광역시  (3000000000)","1,502,227","1,502,227","10,424","12,438","13,507","13,335","13,497","14,812","14,634","14,378","13,697","14,496","15,502","14,111","13,769","15,212","15,783","15,771","17,724","20,117","19,645","20,371","21,679","22,095","22,912","22,769","22,159","22,561","21,627","19,887","19,232","19,052","18,675","18,914","19,367","19,255","21,739","23,814","24,348","24,105","23,668","21,399","22,837","22,786","23,252","25,342","27,014","26,421","28,048","27,114","27,922","27,969","25,197","23,035","23,964","23,769","21,392","25,144","26,308","26,000","23,574","20,914","21,363","19,508","19,489","16,949","13,769","14,784","11,026","12,072","11,642","11,442","10,781","8,598","7,888","8,320","8,117","9,997","7,958","6,350","7,015","6,220","5,578","5,112","4,616","4,061","3,482","2,988","2,402","2,086","1,750","1,527","1,261","770","668","491","482","309","233","147","103","77","314"
"울산광역시  (3100000000)","1,165,132","1,165,132","9,047","10,758","11,527","11,460","11,265","12,398","11,857","11,670","11,066","11,393","12,027","10,622","10,351","10,966","11,625","11,468","13,471","15,529","15,357","15,478","16,343","16,580","16,926","16,491","16,162","16,122","15,905","14,201","14,313","13,923","13,675","14,041","14,683","15,268","17,386","19,465","19,909","20,145","19,533","16,960","18,137","17,222","17,868","19,283","20,231","20,446","21,828","21,627","22,168","22,885","21,814","21,102","21,870","20,598","19,334","21,487","22,316","21,549","19,681","17,891","17,104","15,370","15,415","12,627","11,280","11,403","8,799","8,637","8,184","8,165","7,490","5,520","4,710","5,259","5,300","6,056","4,494","4,102","4,037","3,476","3,085","2,783","2,551","2,302","1,905","1,651","1,325","1,060","963","805","637","444","366","281","243","174","110","80","51","32","153"
"세종특별자치시  (3600000000)","280,100","280,100","3,422","3,850","4,115","3,846","3,993","4,338","4,229","4,248","4,040","4,091","3,988","3,661","3,289","3,454","3,301","2,965","2,987","3,017","2,699","2,702","2,716","2,707","2,901","3,021","2,865","3,134","3,207","3,018","3,169","3,528","3,651","3,959","4,318","4,604","5,376","6,286","6,282","6,166","6,365","5,400","5,817","5,560","5,505","5,785","5,603","5,157","5,291","4,665","4,425","4,312","3,709","3,390","3,469","3,331","3,093","3,473","3,646","3,530","3,145","2,885","2,909","2,602","2,785","2,387","1,867","2,088","1,527","1,716","1,712","1,507","1,499","1,181","1,070","1,156","1,134","1,452","1,183","1,015","1,047","973","874","854","787","712","599","538","429","377","325","273","217","149","118","84","68","57","46","13","10","12","49"
"경기도  (4100000000)","12,873,895","12,873,895","92,366","111,697","122,017","121,953","122,070","135,985","132,522","131,877","125,113","130,900","137,072","124,686","118,632","128,844","132,595","131,359","146,849","166,841","159,741","164,017","169,334","170,717","176,835","179,062","179,031","184,250","179,455","162,869","160,248","159,723","157,194","160,011","168,696","171,165","195,428","215,990","224,594","224,461","222,969","194,481","211,406","207,291","213,832","230,642","238,546","239,627","250,401","242,032","241,733","238,450","218,651","207,444","216,017","212,026","196,300","215,359","217,964","217,415","196,184","180,396","171,545","152,573","155,208","130,556","110,813","122,889","79,803","89,498","89,684","89,808","92,178","75,163","66,568","67,406","66,541","79,071","65,354","56,875","56,859","51,299","46,421","42,418","39,286","33,260","27,481","24,374","19,206","17,055","15,065","12,133","9,682","7,114","5,691","4,268","3,927","3,009","1,972","1,437","999","672","3,369"
