"행정구역","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0세","2017년_계_1세","2017년_계_2세","2017년_계_3세","2017년_계_4세","2017년_계_5세","2017년_계_6세","2017년_계_7세","2017년_계_8세","2017년_계_9세","2017년_계_10세","2017년_계_11세","2017년_계_12세","2017년_계_13세","2017년_계_14세","2017년_계_15세","2017년_계_16세","2017년_계_17세","2017년_계_18세","2017년_계_19세","2017년_계_20세","2017년_계_21세","2017년_계_22세","2017년_계_23세","2017년_계_24세","2017년_계_25세","2017년_계_26세","2017년_계_27세","2017년_계_28세","2017년_계_29세","2017년_계_30세","2017년_계_31세","2017년_계_32세","2017년_계_33세","2017년_계_34세","2017년_계_35세","2017년_계_36세","2017년_계_37세","2017년_계_38세","2017년_계_39세","2017년_계_40세","2017년_계_41세","2017년_계_42세","2017년_계_43세","2017년_계_44세","2017년_계_45세","2017년_계_46세","2017년_계_47세","2017년_계_48세","2017년_계_49세","2017년_계_50세","2017년_계_51세","2017년_계_52세","2017년_계_53세","2017년_계_54세","2017년_계_55세","2017년_계_56세","2017년_계_57세","2017년_계_58세","2017년_계_59세","2017년_계_60세","2017년_계_61세","2017년_계_62세","2017년_계_63세","2017년_계_64세","2017년_계_65세","2017년_계_66세","2017년_계_67세","2017년_계_68세","2017년_계_69세","2017년_계_70세","2017년_계_71세","2017년_계_72세","2017년_계_73세","2017년_계_74세","2017년_계_75세","2017년_계_76세","2017년_계_77세","2017년_계_78세","2017년_계_79세","2017년_계_80세","2017년_계_81세","2017년_계_82세","2017년_계_83세","2017년_계_84세","2017년_계_85세","2017년_계_86세","2017년_계_87세","2017년_계_88세","2017년_계_89세","2017년_계_90세","2017년_계_91세","2017년_계_92세","2017년_계_93세","2017년_계_94세","2017년_계_95세","2017년_계_96세","2017년_계_97세","2017년_계_98세","2017년_계_99세","2017년_계_100세 이상"
"서울특별시 도봉구 (1132000000)","344,166","344,166","1,816","2,233","2,341","2,396","2,276","2,587","2,467","2,543","2,419","2,467","2,790","2,520","2,359","2,803","2,856","2,964","3,401","4,024","3,877","4,059","4,528","4,522","4,785","4,878","4,962","5,081","4,917","4,500","4,431","4,407","4,177","4,163","4,402","4,362","4,779","5,195","5,271","5,191","5,058","4,300","4,770","4,659","4,859","5,304","5,731","5,814","6,268","6,212","6,090","6,278","5,785","5,600","5,727","5,723","5,548","6,165","6,407","6,762","6,313","5,939","5,947","5,414","5,633","4,691","3,975","4,365","3,158","3,315","3,346","3,410","3,451","2,729","2,467","2,527","2,530","3,065","2,485","2,090","2,060","1,807","1,552","1,408","1,282","1,034","959","827","642","553","508","443","327","253","186","137","139","83","70","47","29","20","141"
"서울특별시 노원구 (1135000000)","554,403","554,403","3,245","3,818","4,075","3,983","3,863","4,402","4,223","4,451","4,303","4,872","5,151","4,919","5,087","5,824","6,107","6,184","7,024","8,019","7,595","8,082","8,277","8,011","8,582","8,369","8,307","8,030","7,531","6,742","6,513","6,376","6,223","6,537","6,748","6,748","7,717","8,190","8,374","8,401","8,374","7,366","7,963","8,076","8,561","9,487","10,210","10,484","11,283","11,027","10,794","10,502","9,683","8,867","9,056","8,770","8,543","9,090","9,278","9,474","8,732","8,268","8,105","7,472","7,744","6,507","5,606","6,171","4,198","4,721","4,679","4,539","4,626","3,751","3,281","3,385","3,389","4,106","3,292","2,909","2,873","2,533","2,308","1,966","1,961","1,606","1,363","1,200","975","892","720","572","462","345","285","226","185","151","95","90","58","27","238"
"서울특별시 은평구 (1138000000)","486,794","486,794","2,793","3,315","3,583","3,475","3,464","3,923","3,700","3,786","3,639","3,758","4,064","3,800","3,509","3,989","4,247","4,272","4,681","5,558","5,395","5,403","5,917","6,153","6,273","6,563","6,789","7,065","7,098","6,570","6,378","6,401","6,248","6,361","6,612","6,745","7,568","8,104","8,517","8,276","8,035","6,747","7,520","7,368","7,620","8,310","8,690","8,758","9,132","8,811","8,596","8,403","7,796","7,232","7,587","7,588","7,335","7,808","8,250","8,469","8,104","7,461","7,339","6,900","7,019","6,167","5,357","5,752","4,188","4,651","4,776","4,782","4,996","3,982","3,551","3,602","3,642","4,336","3,502","2,939","2,883","2,459","2,287","2,026","1,754","1,426","1,148","1,033","817","670","645","503","438","282","243","201","167","125","75","68","52","30","369"
"서울특별시 서대문구 (1141000000)","312,800","312,800","1,917","2,201","2,199","2,273","2,178","2,312","2,143","2,225","2,219","2,136","2,260","2,221","2,102","2,399","2,554","2,509","2,924","3,216","3,180","3,509","3,926","4,333","4,680","5,010","5,199","5,424","5,550","4,865","4,657","4,508","4,368","4,296","4,497","4,303","4,755","5,021","5,119","4,968","4,757","4,162","4,526","4,468","4,592","5,006","5,124","5,382","5,893","5,568","5,457","5,361","5,136","4,592","4,992","4,927","4,712","5,090","5,151","5,344","4,850","4,673","4,583","4,091","4,379","3,639","3,291","3,487","2,537","2,848","2,860","2,847","3,145","2,568","2,288","2,305","2,380","2,869","2,294","2,044","2,168","1,754","1,586","1,440","1,355","1,075","845","755","543","548","488","360","310","226","172","154","132","91","78","50","41","29","226"
"서울특별시 마포구 (1144000000)","374,915","374,915","2,741","3,089","3,036","2,882","2,731","3,001","2,860","2,946","2,745","3,026","3,115","2,814","2,679","2,919","2,996","2,881","3,222","3,667","3,562","3,804","4,316","4,620","5,170","5,581","6,037","6,644","6,716","6,348","6,294","6,389","6,462","6,546","6,756","6,636","7,133","7,520","7,295","6,878","6,694","5,777","6,262","6,203","6,165","6,539","6,816","6,769","7,087","6,545","6,510","6,098","5,570","5,029","5,538","5,393","5,100","5,290","5,507","5,780","5,278","4,722","4,843","4,314","4,561","3,801","3,311","3,684","2,503","2,888","3,034","2,987","3,138","2,478","2,360","2,419","2,378","2,839","2,304","1,992","2,025","1,661","1,629","1,385","1,346","1,044","886","778","623","521","494","400","296","196","177","124","151","112","79","60","52","37","276"
"서울특별시 양천구 (1147000000)","471,154","471,154","2,680","3,153","3,294","3,400","3,466","3,878","3,971","4,213","4,104","4,627","4,882","4,604","4,887","5,413","5,549","5,648","6,178","6,891","6,811","6,475","6,620","6,602","6,631","6,661","6,536","6,468","6,480","5,754","5,763","5,676","5,606","5,643","5,897","5,934","6,635","7,114","7,205","7,301","7,236","6,346","6,936","7,098","7,457","8,388","8,637","9,141","9,821","9,620","9,555","9,159","8,564","7,824","8,102","8,050","7,319","8,036","7,908","8,160","7,536","6,912","6,727","6,159","6,514","5,411","4,752","5,105","3,579","3,952","3,823","3,733","3,665","2,957","2,417","2,519","2,399","2,780","2,206","1,887","1,873","1,613","1,574","1,338","1,221","1,029","927","796","683","581","537","438","330","236","198","128","163","101","84","59","27","28","150"
"서울특별시 강서구 (1150000000)","601,691","601,691","4,537","5,238","5,273","5,070","4,983","5,399","5,036","4,606","4,397","4,686","4,897","4,376","4,200","4,678","4,805","4,886","5,364","6,281","5,884","6,354","6,840","7,147","7,783","8,289","8,837","9,649","10,055","9,528","9,601","10,066","9,734","10,201","10,481","10,399","11,506","12,043","11,887","11,521","11,134","9,287","9,613","9,165","9,269","9,911","10,111","9,847","10,094","9,683","9,557","9,355","8,753","8,234","8,794","8,745","8,652","9,578","10,139","10,317","9,903","9,079","9,265","8,292","8,800","7,243","6,509","7,036","4,775","5,341","5,378","5,172","5,239","4,083","3,518","3,459","3,204","3,795","3,017","2,690","2,578","2,214","1,942","1,728","1,740","1,419","1,239","1,087","889","847","741","600","499","347","270","222","181","146","98","78","46","32","195"
"서울특별시 구로구 (1153000000)","410,742","410,742","2,920","3,282","3,697","3,430","3,544","3,691","3,531","3,479","3,217","3,278","3,350","3,031","2,764","3,010","3,016","3,141","3,560","4,015","3,904","4,121","4,558","4,741","5,182","5,525","5,639","6,037","6,172","5,909","5,818","5,993","5,972","6,073","6,234","6,466","7,168","7,686","7,633","7,531","7,459","6,357","6,644","6,568","6,241","6,855","6,933","6,847","7,030","6,783","6,613","6,613","6,181","5,917","6,296","6,283","5,917","6,615","6,956","7,277","6,714","6,431","6,341","5,901","6,250","5,322","4,867","5,013","3,683","4,150","4,143","3,980","4,141","3,175","2,800","2,851","2,746","3,254","2,408","2,114","2,022","1,884","1,496","1,421","1,236","1,051","839","704","558","499","429","344","286","224","154","103","124","88","56","48","18","21","150"
"서울특별시 금천구 (1154500000)","235,154","235,154","1,427","1,584","1,753","1,592","1,430","1,790","1,510","1,524","1,414","1,426","1,560","1,482","1,390","1,547","1,650","1,696","1,899","2,214","2,267","2,560","2,667","2,862","3,172","3,370","3,658","3,852","4,019","3,851","3,734","3,608","3,690","3,599","3,627","3,617","3,749","4,046","3,821","3,750","3,654","3,029","3,299","3,177","3,307","3,525","3,817","3,767","4,063","4,107","4,069","4,227","3,920","4,000","4,175","4,187","3,978","4,464","4,467","4,643","4,379","3,893","3,704","3,503","3,634","3,218","2,699","2,951","2,199","2,450","2,279","2,219","2,324","1,835","1,689","1,624","1,597","1,936","1,542","1,222","1,238","1,024","852","773","720","574","489","460","329","282","224","222","164","99","94","68","56","60","36","27","26","18","140"
"서울특별시 영등포구 (1156000000)","368,550","368,550","2,568","3,015","3,147","2,898","2,702","2,925","2,658","2,564","2,383","2,516","2,612","2,354","2,141","2,406","2,517","2,475","2,800","3,383","3,270","3,675","3,849","4,029","4,623","4,981","5,435","6,049","6,420","6,141","6,300","6,519","6,534","6,491","6,606","6,555","6,836","7,184","6,959","6,684","6,370","5,293","5,761","5,559","5,439","5,772","5,940","6,000","6,344","5,993","6,048","5,853","5,585","5,244","5,642","5,733","5,387","5,871","6,139","6,314","5,970","5,570","5,555","4,900","5,357","4,511","3,897","4,377","3,134","3,589","3,489","3,454","3,519","2,808","2,487","2,516","2,470","2,964","2,319","1,959","2,037","1,677","1,579","1,492","1,320","1,083","879","773","567","499","440","373","308","212","183","140","119","96","81","53","41","28","234"
"서울특별시 동작구 (1159000000)","396,217","396,217","2,607","2,853","3,140","3,009","2,906","3,149","2,970","3,017","2,782","2,808","2,939","2,741","2,603","2,823","2,863","2,880","3,244","3,643","3,582","4,429","4,698","5,101","5,610","6,432","6,758","7,183","7,465","6,912","6,880","6,736","6,582","6,585","6,670","6,287","7,013","7,206","7,129","7,048","6,872","5,732","6,160","5,974","5,926","6,369","6,330","6,395","6,645","6,357","6,415","6,106","5,832","5,346","5,646","5,917","5,546","6,074","6,306","6,528","6,162","5,804","5,835","5,136","5,506","4,706","4,238","4,540","3,335","3,629","3,750","3,726","3,829","3,172","2,732","2,726","2,639","3,196","2,553","2,237","2,137","1,818","1,610","1,494","1,294","1,174","927","807","613","553","523","437","348","235","191","148","140","101","67","69","39","38","244"
"서울특별시 관악구 (1162000000)","503,297","503,297","2,696","3,060","3,168","3,059","2,875","3,133","3,035","2,900","2,710","2,897","3,047","2,795","2,751","2,904","3,080","3,139","3,477","4,049","4,118","5,005","5,788","6,570","7,410","9,279","10,405","12,087","12,844","12,156","11,856","11,395","10,685","10,105","9,613","9,103","9,479","9,794","9,479","8,847","8,376","7,073","7,254","7,154","7,122","7,662","7,799","7,700","8,168","7,722","7,469","7,288","6,936","6,521","6,960","6,846","6,633","7,336","7,382","7,949","7,484","6,894","6,750","6,409","6,837","5,869","5,182","5,789","4,375","4,780","4,863","4,750","4,815","3,895","3,413","3,554","3,384","4,077","3,210","2,625","2,558","2,165","1,858","1,574","1,414","1,128","929","813","647","599","492","400","320","283","163","133","151","115","68","38","44","34","273"
"서울특별시 서초구 (1165000000)","441,102","441,102","2,765","3,235","3,575","3,738","3,921","4,375","4,389","4,626","4,215","4,564","4,625","4,317","4,302","4,734","4,662","4,663","4,801","5,456","5,132","5,305","5,230","5,276","5,323","5,557","5,746","6,134","6,371","6,082","6,339","6,409","6,185","6,426","6,499","6,515","7,398","7,759","7,896","8,024","7,892","6,936","7,669","7,596","7,517","8,238","8,552","8,735","8,798","8,727","8,259","7,726","7,150","5,807","6,445","6,533","6,049","6,087","6,172","6,343","6,107","5,930","5,896","5,345","5,691","4,708","4,506","4,585","3,219","3,611","3,696","3,742","3,661","3,161","2,665","2,585","2,428","2,604","2,177","1,804","1,741","1,488","1,399","1,158","1,194","945","776","725","556","509","518","445","380","264","233","155","193","107","79","59","45","31","181"
"서울특별시 강남구 (1168000000)","556,164","556,164","3,054","3,546","3,771","3,841","4,069","4,545","4,590","4,627","4,440","4,934","5,245","4,903","5,243","5,767","6,016","5,945","6,685","8,002","7,520","7,627","7,226","7,224","7,374","7,646","7,789","8,232","8,507","8,349","8,478","8,567","8,332","8,465","8,662","8,715","9,342","9,973","10,023","9,820","9,870","8,443","9,137","8,898","9,104","9,852","10,135","10,793","11,452","11,409","11,090","10,223","9,571","8,024","8,826","8,500","7,974","7,796","7,849","7,968","7,395","7,080","7,321","6,749","7,129","5,974","5,562","6,042","3,923","4,492","4,669","4,565","4,491","3,861","3,217","3,135","2,838","3,126","2,557","2,244","1,979","1,787","1,633","1,367","1,352","1,138","910","904","761","638","642","516","427","339","301","209","203","129","120","94","61","42","234"
"서울특별시 송파구 (1171000000)","664,496","664,496","4,699","5,456","5,556","5,492","5,346","5,933","5,752","5,844","5,594","5,693","6,081","5,701","5,464","5,986","6,158","6,112","6,883","7,950","7,591","7,553","8,102","8,317","8,750","9,066","9,259","9,944","10,221","9,897","10,050","10,441","10,446","10,734","10,850","10,913","11,940","12,665","12,552","12,259","12,059","9,885","10,667","10,325","10,475","11,049","11,311","11,700","12,375","11,716","11,596","11,138","10,410","9,644","10,321","10,177","9,914","10,319","10,764","11,204","10,500","9,843","10,080","8,677","9,558","7,957","7,140","7,642","5,110","5,567","5,506","5,263","5,327","4,256","3,592","3,483","3,286","3,686","2,959","2,434","2,330","2,055","1,908","1,702","1,634","1,330","1,199","1,072","850","730","664","599","500","365","299","216","227","148","100","78","58","41","226"
"서울특별시 강동구 (1174000000)","436,223","436,223","2,801","3,220","3,392","3,437","3,270","3,684","3,476","3,630","3,343","3,615","3,797","3,437","3,246","3,676","3,870","3,939","4,261","5,165","4,823","5,051","5,210","5,438","5,766","5,872","5,999","6,519","6,410","6,184","6,134","6,321","6,097","6,128","6,501","6,575","7,155","7,705","7,928","7,618","7,607","6,373","6,754","6,424","6,501","7,016","7,256","7,473","7,642","7,493","7,477","7,487","7,041","6,567","6,836","7,133","6,716","7,657","7,799","8,171","7,645","7,236","7,108","6,481","6,799","5,805","4,953","5,527","3,692","3,939","4,112","4,012","3,835","3,091","2,612","2,517","2,445","2,822","2,189","1,831","1,737","1,548","1,376","1,233","1,183","1,009","808","750","634","568","519","456","351","271","202","141","162","97","68","60","44","33","206"
