"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0세","2019년_계_1세","2019년_계_2세","2019년_계_3세","2019년_계_4세","2019년_계_5세","2019년_계_6세","2019년_계_7세","2019년_계_8세","2019년_계_9세","2019년_계_10세","2019년_계_11세","2019년_계_12세","2019년_계_13세","2019년_계_14세","2019년_계_15세","2019년_계_16세","2019년_계_17세","2019년_계_18세","2019년_계_19세","2019년_계_20세","2019년_계_21세","2019년_계_22세","2019년_계_23세","2019년_계_24세","2019년_계_25세","2019년_계_26세","2019년_계_27세","2019년_계_28세","2019년_계_29세","2019년_계_30세","2019년_계_31세","2019년_계_32세","2019년_계_33세","2019년_계_34세","2019년_계_35세","2019년_계_36세","2019년_계_37세","2019년_계_38세","2019년_계_39세","2019년_계_40세","2019년_계_41세","2019년_계_42세","2019년_계_43세","2019년_계_44세","2019년_계_45세","2019년_계_46세","2019년_계_47세","2019년_계_48세","2019년_계_49세","2019년_계_50세","2019년_계_51세","2019년_계_52세","2019년_계_53세","2019년_계_54세","2019년_계_55세","2019년_계_56세","2019년_계_57세","2019년_계_58세","2019년_계_59세","2019년_계_60세","2019년_계_61세","2019년_계_62세","2019년_계_63세","2019년_계_64세","2019년_계_65세","2019년_계_66세","2019년_계_67세","2019년_계_68세","2019년_계_69세","2019년_계_70세","2019년_계_71세","2019년_계_72세","2019년_계_73세","2019년_계_74세","2019년_계_75세","2019년_계_76세","2019년_계_77세","2019년_계_78세","2019년_계_79세","2019년_계_80세","2019년_계_81세","2019년_계_82세","2019년_계_83세","2019년_계_84세","2019년_계_85세","2019년_계_86세","2019년_계_87세","2019년_계_88세","2019년_계_89세","2019년_계_90세","2019년_계_91세","2019년_계_92세","2019년_계_93세","2019년_계_94세","2019년_계_95세","2019년_계_96세","2019년_계_97세","2019년_계_98세","2019년_계_99세","2019년_계_100세 이상"
"서울특별시 도봉구 (1132000000)","333,362","333,362","1,446","1,653","1,806","2,064","2,158","2,238","2,128","2,405","2,354","2,413","2,305","2,337","2,642","2,361","2,304","2,727","2,803","2,963","3,351","3,938","3,823","3,972","4,478","4,478","4,721","4,782","4,823","4,863","4,704","4,278","4,089","4,041","3,875","3,847","4,041","4,067","4,535","4,929","5,006","4,946","4,764","4,043","4,517","4,475","4,699","5,153","5,515","5,647","6,179","6,079","5,912","6,147","5,648","5,416","5,617","5,601","5,448","5,973","6,175","6,618","6,155","5,690","5,772","5,257","5,504","4,534","3,886","4,274","3,039","3,246","3,214","3,321","3,391","2,646","2,365","2,421","2,435","2,965","2,371","1,993","1,939","1,646","1,457","1,263","1,142","897","826","709","538","428","375","344","232","178","114","88","94","64","36","34","159"
"서울특별시 노원구 (1135000000)","532,905","532,905","2,514","2,675","3,032","3,328","3,725","3,715","3,764","4,320","4,163","4,529","4,292","4,920","5,323","5,021","5,056","5,808","5,945","5,889","6,750","7,844","7,422","7,662","8,030","7,907","8,046","7,619","7,454","7,349","6,856","6,236","6,056","6,132","5,938","6,152","6,290","6,282","7,168","7,635","7,745","7,932","7,997","7,040","7,804","7,912","8,423","9,294","9,915","10,145","10,848","10,526","10,228","9,922","9,107","8,340","8,533","8,264","8,096","8,662","8,797","9,007","8,366","7,933","7,785","7,174","7,409","6,284","5,380","5,932","4,134","4,583","4,571","4,382","4,509","3,634","3,199","3,289","3,236","3,912","3,095","2,715","2,636","2,332","2,039","1,756","1,700","1,378","1,159","1,014","776","717","556","447","340","237","168","151","134","86","61","60","252"
"서울특별시 은평구 (1138000000)","480,032","480,032","2,313","2,616","2,822","3,142","3,410","3,301","3,233","3,698","3,505","3,643","3,503","3,607","3,898","3,687","3,435","3,970","4,236","4,246","4,645","5,480","5,389","5,448","6,053","6,380","6,563","7,062","7,279","7,511","7,451","6,788","6,434","6,430","6,299","6,269","6,519","6,577","7,343","7,808","8,112","7,936","7,691","6,448","7,208","7,043","7,362","8,008","8,546","8,472","8,911","8,534","8,422","8,260","7,706","7,108","7,366","7,377","7,173","7,630","8,114","8,285","7,894","7,261","7,139","6,628","6,838","6,024","5,234","5,594","4,040","4,500","4,625","4,601","4,784","3,839","3,405","3,453","3,411","4,069","3,278","2,725","2,678","2,258","2,057","1,819","1,553","1,240","956","828","667","539","497","376","318","208","169","131","116","84","49","45","397"
"서울특별시 서대문구 (1141000000)","309,397","309,397","1,580","1,776","1,860","2,089","2,145","2,217","2,128","2,276","2,110","2,214","2,164","2,108","2,193","2,236","2,105","2,393","2,570","2,465","2,887","3,494","3,715","3,991","4,435","5,011","5,267","5,451","5,522","5,430","5,388","4,624","4,367","4,337","4,251","4,149","4,305","4,155","4,553","4,847","4,924","4,793","4,639","4,021","4,412","4,315","4,476","4,905","4,997","5,216","5,673","5,442","5,368","5,236","5,047","4,500","4,889","4,767","4,563","4,905","4,948","5,181","4,695","4,481","4,396","3,927","4,228","3,510","3,121","3,334","2,378","2,722","2,731","2,670","3,021","2,446","2,150","2,184","2,242","2,732","2,144","1,870","1,948","1,624","1,414","1,285","1,188","908","709","638","448","417","386","282","230","172","115","102","87","67","59","34","277"
"서울특별시 마포구 (1144000000)","374,035","374,035","2,292","2,430","2,496","2,787","2,842","2,720","2,609","2,914","2,710","2,760","2,622","2,916","3,045","2,698","2,616","2,898","2,929","2,826","3,219","3,958","4,121","4,416","5,115","5,590","6,291","6,641","7,041","7,419","7,470","6,631","6,515","6,481","6,342","6,367","6,496","6,340","6,854","6,953","6,837","6,461","6,427","5,414","6,009","5,869","5,911","6,347","6,599","6,602","6,872","6,418","6,349","5,951","5,511","4,936","5,396","5,251","4,933","5,111","5,243","5,489","4,990","4,509","4,631","4,123","4,372","3,595","3,181","3,542","2,358","2,743","2,877","2,816","2,974","2,310","2,216","2,281","2,244","2,659","2,121","1,842","1,832","1,524","1,470","1,231","1,160","898","760","669","538","413","380","308","228","145","117","83","107","70","51","43","318"
"서울특별시 양천구 (1147000000)","458,165","458,165","2,074","2,262","2,586","2,983","3,251","3,493","3,707","4,172","4,175","4,453","4,340","4,883","5,412","4,866","4,889","5,419","5,394","5,404","5,849","6,127","6,027","5,871","6,068","6,141","6,230","6,299","6,245","6,265","6,300","5,518","5,469","5,344","5,224","5,279","5,577","5,596","6,359","6,759","6,982","7,246","7,340","6,574","7,157","7,312","7,585","8,477","8,611","8,985","9,488","9,131","8,950","8,596","7,870","7,290","7,511","7,553","6,854","7,576","7,512","7,712","7,124","6,572","6,472","5,904","6,324","5,212","4,620","4,959","3,474","3,830","3,699","3,610","3,495","2,814","2,308","2,426","2,306","2,633","2,053","1,743","1,740","1,460","1,412","1,166","1,061","896","807","661","558","453","385","317","238","166","134","75","111","67","48","40","170"
"서울특별시 강서구 (1150000000)","591,796","591,796","3,589","3,787","4,025","4,516","4,731","4,593","4,576","5,011","4,717","4,423","4,169","4,489","4,657","4,212","4,089","4,549","4,784","4,897","5,314","6,282","5,942","6,357","6,916","7,575","8,691","9,407","10,168","10,893","11,199","10,270","10,146","10,235","9,716","9,934","9,923","9,664","10,701","11,134","11,056","10,569","10,374","8,588","9,023","8,702","8,794","9,494","9,633","9,526","9,738","9,404","9,267","9,058","8,453","7,947","8,564","8,442","8,266","9,263","9,802","10,005","9,584","8,775","8,822","8,045","8,482","6,997","6,353","6,750","4,585","5,187","5,142","4,944","5,005","3,866","3,341","3,299","3,050","3,591","2,784","2,528","2,377","2,050","1,762","1,561","1,564","1,206","1,079","908","710","679","577","443","370","251","191","148","114","90","70","49","218"
"서울특별시 구로구 (1153000000)","406,664","406,664","2,431","2,727","2,841","3,093","3,305","3,109","3,206","3,320","3,253","3,216","2,978","3,076","3,075","2,855","2,692","2,923","3,036","3,188","3,590","4,166","4,124","4,309","4,790","5,212","5,706","6,090","6,240","6,462","6,500","6,219","6,046","6,182","6,031","5,967","6,036","6,181","6,789","7,258","7,107","7,057","6,901","5,855","6,148","6,176","5,936","6,552","6,646","6,637","6,893","6,703","6,561","6,537","6,174","5,873","6,268","6,198","5,893","6,511","6,792","7,186","6,658","6,336","6,173","5,710","6,029","5,235","4,790","4,879","3,583","4,034","4,030","3,874","4,009","3,045","2,694","2,759","2,598","3,092","2,297","1,975","1,872","1,719","1,387","1,296","1,114","912","724","600","466","405","339","279","196","164","111","75","95","62","33","33","156"
"서울특별시 금천구 (1154500000)","232,810","232,810","1,101","1,220","1,346","1,420","1,537","1,414","1,286","1,584","1,412","1,426","1,299","1,339","1,468","1,402","1,346","1,494","1,614","1,681","1,889","2,273","2,384","2,695","2,974","3,176","3,558","3,989","4,404","4,490","4,511","4,060","3,810","3,664","3,613","3,439","3,423","3,360","3,529","3,675","3,602","3,551","3,394","2,876","3,077","2,981","3,161","3,396","3,694","3,677","3,939","3,996","3,981","4,187","3,874","3,896","4,078","4,162","3,901","4,335","4,388","4,548","4,283","3,841","3,620","3,390","3,481","3,091","2,593","2,775","2,104","2,333","2,211","2,168","2,239","1,763","1,598","1,537","1,512","1,824","1,436","1,152","1,126","924","766","670","644","498","417","366","281","225","175","163","129","68","67","51","37","42","25","18","168"
"서울특별시 영등포구 (1156000000)","367,678","367,678","2,448","2,431","2,481","2,674","2,849","2,644","2,409","2,663","2,440","2,408","2,209","2,339","2,371","2,133","2,140","2,342","2,482","2,507","2,826","3,510","3,515","3,887","4,236","4,674","5,419","6,168","6,644","7,566","7,656","6,890","6,892","7,001","6,677","6,525","6,519","6,328","6,478","6,806","6,584","6,176","5,968","4,909","5,374","5,233","5,158","5,433","5,661","5,778","6,159","5,851","5,935","5,736","5,427","5,150","5,485","5,627","5,198","5,704","5,873","6,033","5,632","5,362","5,289","4,672","5,127","4,240","3,687","4,129","2,966","3,422","3,292","3,244","3,304","2,667","2,343","2,364","2,309","2,780","2,161","1,802","1,876","1,518","1,439","1,313","1,158","938","747","650","468","403","335","285","235","151","130","97","84","71","49","31","269"
"서울특별시 동작구 (1159000000)","395,963","395,963","2,077","2,298","2,473","2,655","2,970","2,800","2,719","2,959","2,797","2,848","2,648","2,703","2,765","2,611","2,539","2,746","2,836","2,958","3,339","4,306","4,435","5,015","5,509","6,274","6,955","7,548","7,743","7,976","7,850","7,077","6,804","6,682","6,321","6,101","6,148","5,913","6,453","6,640","6,545","6,554","6,445","5,433","5,771","5,706","5,695","6,100","6,141","6,207","6,625","6,361","6,417","6,156","5,815","5,309","5,660","5,858","5,524","5,937","6,182","6,400","5,995","5,581","5,609","5,043","5,409","4,582","4,077","4,377","3,263","3,540","3,585","3,575","3,678","3,054","2,577","2,612","2,501","3,030","2,397","2,097","1,969","1,680","1,479","1,355","1,149","1,029","798","670","512","433","407","340","252","184","135","109","109","59","46","47","287"
"서울특별시 관악구 (1162000000)","500,094","500,094","2,057","2,139","2,310","2,546","2,723","2,667","2,538","2,691","2,759","2,667","2,505","2,692","2,808","2,612","2,660","2,812","3,039","3,132","3,576","4,864","5,402","6,354","7,657","9,348","10,999","12,894","13,862","14,534","14,020","12,317","11,314","10,520","9,383","8,780","8,371","7,778","8,087","8,534","8,235","7,856","7,534","6,348","6,638","6,573","6,557","7,134","7,334","7,422","7,856","7,473","7,280","7,132","6,788","6,397","6,859","6,678","6,475","7,157","7,092","7,678","7,195","6,595","6,454","6,090","6,526","5,581","4,907","5,529","4,144","4,522","4,584","4,446","4,539","3,683","3,201","3,388","3,150","3,813","2,995","2,412","2,341","1,980","1,644","1,381","1,248","949","797","686","523","457","380","308","234","205","115","96","98","76","42","28","305"
"서울특별시 서초구 (1165000000)","430,826","430,826","2,363","2,726","2,805","3,208","3,591","3,762","4,047","4,505","4,404","4,590","4,300","4,621","4,777","4,427","4,214","4,795","4,495","4,409","4,637","5,288","4,876","5,042","5,019","5,258","5,408","5,699","5,951","6,384","6,640","6,154","6,364","6,207","6,035","6,167","6,072","6,210","6,864","7,480","7,617","7,786","7,706","6,773","7,558","7,433","7,438","8,184","8,321","8,414","8,441","8,300","7,895","7,289","6,736","5,512","6,064","6,166","5,719","5,711","5,760","5,927","5,774","5,524","5,575","5,020","5,353","4,382","4,246","4,330","3,006","3,395","3,487","3,489","3,458","2,936","2,502","2,359","2,273","2,365","1,984","1,654","1,569","1,307","1,280","1,039","1,035","827","645","606","470","410","408","326","276","190","162","108","130","81","52","41","208"
"서울특별시 강남구 (1168000000)","545,169","545,169","2,521","2,729","3,011","3,334","3,774","3,972","4,425","4,937","4,925","5,076","4,946","5,543","6,335","5,647","5,592","6,081","6,176","5,943","6,574","7,614","6,565","6,785","6,655","6,959","7,217","7,780","8,118","8,761","8,690","8,436","8,326","8,213","7,946","7,956","7,868","8,033","8,754","9,276","9,690","9,561","9,805","8,419","9,367","9,269","9,534","10,157","10,362","10,903","11,298","10,890","10,329","9,408","8,726","7,297","7,957","7,701","7,223","7,104","7,220","7,281","6,847","6,639","6,826","6,301","6,666","5,584","5,283","5,711","3,687","4,266","4,408","4,382","4,306","3,693","3,034","2,927","2,709","2,916","2,399","2,079","1,803","1,645","1,477","1,219","1,206","1,010","766","768","637","522","528","400","327","235","213","136","130","84","79","56","271"
"서울특별시 송파구 (1171000000)","675,961","675,961","4,184","4,395","4,882","5,452","5,614","5,584","5,528","6,178","5,893","5,924","5,632","5,707","6,133","5,788","5,449","5,951","6,123","6,045","6,836","8,009","7,602","7,635","8,245","8,720","9,534","10,077","10,617","11,303","11,301","10,975","10,951","11,007","10,822","10,923","11,020","10,822","11,884","12,633","12,383","12,082","12,011","9,855","10,666","10,322","10,409","10,964","11,257","11,521","12,164","11,482","11,446","11,117","10,376","9,551","10,261","10,055","9,863","10,226","10,591","10,963","10,366","9,602","9,844","8,584","9,440","7,820","7,044","7,516","4,947","5,435","5,388","5,102","5,183","4,177","3,472","3,391","3,147","3,471","2,813","2,285","2,186","1,908","1,747","1,548","1,478","1,177","1,085","909","719","595","546","471","378","271","193","140","152","97","69","52","270"
"서울특별시 강동구 (1174000000)","436,067","436,067","2,488","2,617","2,834","3,220","3,422","3,432","3,326","3,670","3,515","3,638","3,392","3,666","3,858","3,475","3,270","3,739","3,874","3,935","4,215","5,037","4,678","4,927","5,222","5,529","5,983","6,216","6,393","7,003","6,755","6,299","6,209","6,327","6,172","6,105","6,471","6,463","7,047","7,574","7,807","7,568","7,478","6,348","6,729","6,383","6,417","7,006","7,213","7,452","7,551","7,336","7,362","7,372","6,864","6,371","6,681","6,933","6,561","7,409","7,541","7,949","7,475","7,010","6,925","6,315","6,674","5,699","4,839","5,397","3,614","3,825","3,987","3,937","3,711","3,008","2,540","2,443","2,336","2,666","2,064","1,718","1,626","1,461","1,259","1,091","1,030","863","702","624","507","449","430","329","276","189","127","102","101","68","52","43","228"
