사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44409,3호선,83,남부터미널(예술의전당),33,1,2451,1170,7358,21326,22271,50594,32162,132902,25629,72164,23964,41873,28575,31997,30823,33484,32899,36890,33823,35339,37682,34796,46486,35300,78551,39506,119808,47679,54178,30410,35928,18326,35709,13911,20950,9823,3276,4261,1,31,1,0,0,0,0,0
44409,3호선,84,양재(서초구청),53,0,4645,2374,12736,35641,28853,91253,37517,201119,27963,106160,25517,45728,29421,35110,31511,34013,33985,38565,37332,33612,43534,33773,54717,34119,103794,44172,174296,58925,72914,40059,47765,24268,42382,21284,21977,15406,2916,7130,8,645,0,1,0,1,0,0
44409,3호선,85,매봉,7,2,1360,451,6054,7882,12806,20866,16049,58849,11854,35828,9403,12631,9702,10450,10516,10376,11011,10573,12578,9084,14375,10080,17063,10283,32357,13291,57119,19026,19908,13263,12394,7061,13417,5958,6496,5439,918,2388,2,273,0,0,0,0,0,0
44409,3호선,86,도곡,31,0,918,370,3021,4242,7015,10586,8725,18081,5894,13602,4449,6149,4774,4950,5510,5342,5667,5890,5890,5025,7099,4795,9254,4843,12295,6505,15630,8776,7807,7230,4812,3896,4247,3556,3395,2844,487,1106,3,454,0,0,0,0,0,0
44409,3호선,87,대치,11,0,2266,728,8996,7423,18181,18325,18435,25418,11691,18456,9710,12096,10385,11136,13565,13562,13929,16066,12211,14088,14615,14564,15860,17184,23764,22163,24905,24271,15356,18244,10896,9355,16232,8563,27662,7256,1126,2994,0,5,1,1,0,0,0,0
44409,3호선,88,학여울,3,0,574,276,1662,1455,2974,2870,3079,5996,2227,3042,1671,1894,1600,1426,1839,1535,1777,1562,1763,1727,2344,1854,2760,2004,3775,2699,5184,3554,2380,2917,1421,1645,1260,1379,979,1319,119,504,0,1,0,0,0,0,0,0
44409,3호선,89,대청,61,0,2778,1024,8935,6086,21754,11467,25238,23781,15707,10823,12478,7646,11271,6978,10988,8804,11685,9327,12112,9152,14051,10811,15592,11764,18938,15049,22365,22907,8947,18896,5923,11639,4675,10467,3288,10750,539,3691,0,38,0,0,0,0,0,0
44409,3호선,90,일원,6,1,1859,1391,6668,10504,17208,25816,17401,22052,12698,15676,12558,12859,13231,9778,13324,11470,12084,12981,12935,10587,16344,10033,20802,8711,29481,11343,14460,16073,7494,13320,4788,8290,3401,7934,2841,7838,533,2054,1,27,0,0,0,0,0,0
44409,3호선,91,수서,336,6,4169,1802,10215,13928,28174,28120,34552,44725,22557,26202,20817,19070,18084,15538,22404,18618,20161,17569,17543,18170,24260,21241,28403,22467,34802,27846,42302,41480,19759,30488,19284,18667,11380,15258,10553,14718,2129,3526,0,345,0,0,0,0,0,0
44409,3호선,92,가락시장,15,3,2168,538,5747,5273,15722,10846,18376,24570,12525,13578,11302,9727,11304,9330,11420,9870,10845,9787,10712,9963,11717,11394,12453,11874,17096,13399,24165,18893,9920,13666,6961,8850,6118,7135,3334,6121,487,2282,1,627,0,0,0,0,0,0
44409,3호선,93,경찰병원,10,1,2138,165,6272,2956,18226,8019,20699,25939,12157,12078,9333,7743,8249,5690,7566,6805,7846,7479,7880,6850,8270,6954,8339,7854,12824,11439,18007,18204,6088,13681,4576,8829,4101,6823,2459,6023,400,2155,1,498,0,0,0,0,0,0
44409,3호선,94,오금,6,1,3623,11,6579,2282,20645,4501,24504,11728,12578,4870,7065,3879,6278,3860,7064,4752,6365,4938,5385,4599,5183,6543,6275,7354,8060,11103,9915,18877,4018,13668,2734,8288,2296,7325,1770,7601,288,2735,0,611,0,0,0,0,0,0
44409,4호선,100,수유(강북구청),87,5,18468,2672,40608,11876,93860,19622,108814,49427,65437,33413,45159,27382,41839,28747,42885,30480,41492,34316,39723,37465,38898,42942,41759,54454,46200,68892,51282,109213,29634,93666,23210,53910,21564,48651,14108,38549,3340,18441,1,302,0,0,0,0,0,0
44409,4호선,101,미아(서울사이버대학),41,5,9860,1141,18242,4591,40908,11321,46761,26494,29463,15131,21084,12825,18471,12911,18712,13651,18278,14515,17159,15645,16979,20433,18687,23033,18916,28771,21734,42210,12671,34246,8069,21505,6757,18928,4457,15110,1052,6869,1,31,0,0,0,0,0,0
44409,4호선,102,미아사거리,57,3,13217,1630,32046,7781,78586,14509,89728,28961,52717,29190,36583,25607,33609,25388,34038,27490,33524,28639,32037,31904,33004,38044,36060,44804,34964,56655,36018,92212,25539,68918,25419,39251,15119,35793,9287,27329,1909,10334,0,0,0,0,0,0,0,0
44409,4호선,103,길음,12,1,8545,1777,25460,7375,65891,10525,71699,21398,38682,17902,25714,13699,22687,14724,23522,16717,22812,18302,20109,19180,19964,22182,22048,29014,23168,39704,22957,69493,13633,53023,10314,30527,7855,27026,7685,22649,1553,8533,0,1,0,0,0,0,0,0
44409,4호선,104,성신여대입구(돈암),32,5,5071,1421,15464,5640,38447,14740,46719,27192,29579,24041,22615,19062,22623,19070,25622,23319,24964,25266,24259,24688,25578,25589,29018,30719,33270,38305,37056,57272,23368,42505,21278,24562,23224,22481,16409,19373,2977,7434,0,0,0,0,0,0,0,0
44409,4호선,105,한성대입구(삼선교),148,21,6073,1039,10547,6189,25138,13831,33167,22692,21995,19461,16143,13786,16005,13285,18139,14689,17660,15429,16507,14885,17546,16506,22975,18539,23849,23106,24613,34652,13517,25723,10642,15447,9728,14656,7235,12974,1578,5576,1,1201,0,0,0,0,0,0
44409,4호선,106,혜화,17,0,2503,2534,6279,20727,15596,42817,18902,99262,21437,67331,26508,45194,29712,39047,29560,49560,30380,64873,39397,56954,52938,41652,63504,38069,83703,42365,98956,50984,50813,32501,49782,13381,66936,14034,38513,11533,6064,4785,1,197,0,0,0,0,0,0
44409,4호선,107,동대문,113,26,3860,2772,2417,12053,4090,30969,5946,63697,10246,55495,14037,46359,20514,41603,24516,32414,26856,31428,33005,30701,40071,24804,50247,17719,66705,11955,55854,8391,24421,9716,15562,7171,18668,4565,8092,2982,1734,3215,5,29,0,2,0,0,0,0
44409,4호선,108,동대문역사문화공원(DDP),171,3,4983,1297,3187,11110,5486,23375,6744,57375,6708,30857,7489,20357,10340,18978,13093,18195,14525,17535,18161,17197,23326,14029,27327,12208,43098,12750,61177,13086,30487,17477,21532,8005,20925,6116,13593,4169,3211,3077,2,243,0,0,0,0,0,0
44409,4호선,109,충무로,38,1,2311,2648,3548,17226,7185,49000,10771,151511,11548,81152,11916,37803,15871,31007,18528,29126,22699,28622,27650,24196,31786,21417,40675,19813,72649,20687,128862,22803,55731,13778,36782,7502,32730,7299,17689,5796,3723,2652,1,182,0,0,0,0,0,0
44409,4호선,110,명동,10,0,757,730,1944,11836,3392,33934,4791,90174,6013,48658,7257,28220,11300,25835,14830,24855,17946,24756,20880,21644,25422,20005,32154,17372,48464,16037,89274,15109,36417,8658,29410,4446,22732,3392,9361,2311,1206,860,1,88,0,0,0,0,0,0
44409,4호선,111,회현(남대문시장),23,1,1421,705,2756,15980,3858,42738,6611,104649,7750,75137,11578,56343,19102,47533,26251,36562,29506,33303,35096,29608,41422,24255,54211,17701,73612,13279,96702,11249,36037,6389,35739,3885,13319,3989,6111,2400,1411,1099,0,120,0,0,0,0,0,0
44409,4호선,112,서울역,145,1,3316,554,4817,8621,9689,24739,11882,60097,8958,30819,7388,16153,8972,14992,10049,17138,9405,15790,10011,15346,10753,16565,12310,17395,29625,20438,46197,23193,16116,15881,9830,10605,8605,9653,5017,7906,1311,3029,0,600,0,0,0,0,0,0
44409,4호선,113,숙대입구(갈월),8,0,2541,573,6752,6096,13702,17833,20863,42053,14515,23741,11698,12909,12715,12314,13646,13254,13351,13720,14573,13336,15627,13682,21169,15044,26903,18711,41615,26072,18780,16974,12964,10706,13174,10393,8185,7784,1448,2948,1,10,0,0,0,0,0,0
44409,4호선,114,삼각지,3,1,617,166,1977,2737,5181,9545,8347,21135,5315,8718,3817,6137,3775,6011,4484,6511,5040,5980,5012,5468,5681,5520,6649,6063,11277,7696,20106,11650,7848,7972,5716,4371,6188,3969,3519,3300,677,1400,1,128,0,0,0,0,0,0
44409,4호선,115,신용산,3,0,1251,919,3499,8929,8962,26685,13926,70571,10394,50357,8650,23366,11688,18824,12890,18936,14817,19469,15325,16909,18652,17338,24026,17368,42580,19153,71614,24402,34719,15443,23106,8133,19642,6594,10750,4911,2049,1468,0,2,0,0,0,0,0,0
44409,4호선,116,이촌(국립중앙박물관),25,0,975,656,4176,6339,10021,12371,13165,22985,9077,14722,6855,10716,7283,10199,9535,11483,9457,11867,10078,11045,12170,10678,15583,10477,19232,12439,21634,17456,9062,11904,6717,6855,6378,5896,3234,4804,633,1646,1,8,1,0,0,0,0,0
44409,4호선,117,동작(현충원),12,0,407,444,1343,2942,3284,3485,3942,4915,2770,3292,2396,2693,2613,2381,2411,2128,2260,2226,2517,2529,2816,2857,3620,3186,4778,3790,5240,5300,3092,3869,2688,2400,2594,1884,1707,1445,397,740,2,140,0,0,0,0,0,0
44409,4호선,118,총신대입구(이수),92,3,6012,918,14428,8186,38124,15398,49325,37075,29220,29371,22257,23057,22590,22477,24266,23630,23958,24734,23136,26175,24574,28593,25440,33000,30160,42580,38985,62543,22548,40958,18788,21834,16483,18592,9952,14826,1399,5679,1,45,0,0,0,0,0,0
44409,4호선,119,사당,147,60,8959,985,20819,12816,54523,17166,70517,28424,50613,21217,31406,17971,26981,19793,28540,22374,28435,22002,26047,21207,25237,24279,26184,29200,32102,41958,38499,63458,23791,42639,21143,25577,21326,23448,14537,19652,2657,8504,3,815,0,1,0,0,0,0
44409,4호선,120,남태령,56,0,454,111,866,1384,1934,2655,2560,3082,2066,1184,1530,941,1491,1027,1566,1087,1410,960,1551,1135,1416,1167,1864,1273,2671,1533,2882,1761,1137,1293,960,812,575,818,242,621,64,221,1,34,0,0,0,0,0,0
44409,4호선,95,당고개,42,1,7760,28,17991,7135,46705,8102,45054,12548,26780,11604,18967,11396,16774,10888,16987,12309,16521,11811,15148,12743,13936,15647,14366,18815,15036,23798,14313,35558,9796,33003,6238,20525,4805,19172,3067,15516,623,7046,0,89,0,0,0,0,0,0
44409,4호선,96,상계,70,2,12262,179,31253,6787,73950,11009,65567,17550,36087,14979,25381,13886,22515,14264,23154,17017,21258,17443,19247,18029,19188,22509,20067,26649,19519,35180,19593,59307,12767,54803,9169,31369,8716,27651,8873,22778,1392,10541,0,2,0,0,0,0,0,0
44409,4호선,97,노원,137,2,9390,403,21109,6379,45119,11423,49728,26105,28833,26162,21714,21578,21764,20687,23826,23706,23002,26927,22531,26648,23364,28524,25439,32782,26913,43184,29083,68471,20061,53454,22262,28376,21378,24808,14519,20272,1865,8906,12,1553,0,0,0,0,0,0
44409,4호선,98,창동,2002,7,14471,2657,33753,12153,77718,16023,67067,33386,43536,27299,34700,23864,32174,25608,33297,28449,31824,30642,29629,32778,30870,38480,32841,43766,34514,53214,35408,84768,20773,69369,16687,39031,15935,33729,10000,26687,2223,11771,144,1826,0,0,0,0,0,0
44409,4호선,99,쌍문,148,8,20967,984,46183,8493,103811,13151,112812,25261,66169,19067,42894,17619,36711,18519,36682,22861,33725,24193,30175,26128,27378,33974,28439,42461,28786,55886,28576,95765,18004,86631,12857,52242,11117,45573,7207,36113,1899,16443,3,441,0,0,0,0,0,0
44409,경부선,121,서울역,1,0,23,269,39,1935,7098,3355,12468,3652,7337,2870,6734,2164,7638,1228,8112,2175,8435,1806,5662,1721,9168,2065,10305,2420,9439,4104,12310,6276,10438,2955,6530,1665,9788,1386,5749,1184,2223,140,6,6,0,0,0,0,0,0
44409,경부선,122,남영,112,4,2462,993,4135,6984,9719,16496,13135,41569,8888,21977,7419,8970,7981,8544,8449,8495,8386,9000,10087,8234,10860,8739,13797,9694,20171,11684,37228,17094,14322,11812,9313,7275,9561,7188,6039,5579,1068,2364,5,153,0,0,0,0,0,0
44409,경부선,123,용산,355,8,3172,4566,4669,25301,16287,54368,24058,115989,23677,84766,19845,64609,33293,49887,32253,51963,39646,54755,41027,49181,59738,47560,66951,45497,95035,45270,129290,52666,76682,37296,69802,21255,60428,16115,32916,7711,6658,2914,38,397,0,0,0,0,0,0
44409,경부선,124,노량진,512,2,4679,1517,6278,4899,13338,10091,18216,15676,10852,9716,8623,6826,8453,7078,9493,8337,10459,9422,9476,7956,9462,9358,10961,10945,14656,16203,16663,27112,10161,16375,10134,9657,12288,9120,8624,6973,1038,3080,17,215,0,1,0,0,0,0
44409,경부선,125,대방,528,12,5825,2221,9199,9591,23697,30767,32001,42156,17694,19109,13125,9814,12518,9027,12337,10268,12710,11883,12271,10615,14149,11294,15619,13745,26637,20153,39084,32673,14322,21437,9907,13703,9266,13542,5303,9974,1002,3951,32,423,0,0,0,0,0,0
44409,경부선,126,영등포,4263,73,14329,5428,14706,18162,32183,48774,44483,107427,31182,75971,29384,56520,32469,56407,37890,56805,43419,61092,47321,57184,54714,55786,65417,54847,84373,63120,129013,83100,71896,50349,74616,27668,57129,21763,35425,15796,6072,6494,28,813,0,0,0,0,0,0
44409,경부선,127,신도림,590,3,2096,683,3031,2378,8569,6557,9056,13316,5477,5807,3787,4183,3601,3376,3679,3412,3634,3710,3505,3549,3756,4291,4199,4721,7637,6997,12934,10728,5069,6745,3975,3973,4152,3747,2291,2749,624,1298,5,474,0,0,0,0,0,0
44409,경부선,151,신길,748,8,9613,1896,9862,5235,19776,12671,26100,21444,15134,8524,9851,5584,8467,5341,9092,6222,8746,6617,8179,6523,8618,7831,11295,9359,14696,14085,22987,20129,10071,14293,6152,9269,5773,10379,3682,7537,933,3254,15,446,1,1,0,0,0,0
44409,경부선,249,구로,10689,28,22240,5034,17138,11717,30490,29776,31538,70138,21943,36155,17118,21400,16955,17480,17957,17325,17793,18239,18764,18122,21013,20216,25581,22400,42339,30277,58900,37398,24671,26248,16267,16587,14666,16338,8528,13260,1752,9020,6,3853,0,0,0,0,0,0
44409,경부선,250,가산디지털단지,1361,6,7050,2274,6456,10169,12307,47283,12662,136135,9333,65100,8094,19041,9216,13657,10220,12641,10762,13083,11334,12571,12875,11823,19037,14147,55162,18779,97554,21989,40569,16879,22027,10250,17591,10668,8216,7999,1416,2986,42,577,0,0,0,0,0,0
44409,경부선,251,금천구청,766,1,11184,1582,15970,4727,39321,13576,36046,24692,20016,10654,14377,8636,12906,8485,11931,9649,11560,11430,11063,10459,11024,14090,11708,16039,13993,22373,21196,39078,9648,29822,6991,15084,5916,14889,3797,11355,684,4212,11,239,0,0,0,0,0,0
44409,경부선,252,석수,535,3,7631,2578,13826,6084,32788,10706,32472,15559,16953,9319,11053,6948,9964,5797,10116,6104,9493,6677,8743,6738,9682,8479,11271,10055,14581,16976,15752,29109,8276,23457,5303,12608,4229,13172,2622,9902,580,3257,15,228,0,0,0,0,0,0
44409,경부선,253,관악,219,0,6912,1934,11080,3705,26148,5052,25097,8494,12694,7432,8778,6709,7698,5861,7765,6624,7432,5914,7096,6372,7400,7105,8567,8087,8953,13054,9216,23978,4997,19038,3702,10090,3470,9630,1555,7835,464,3031,8,211,0,0,0,0,0,0
44409,경부선,254,안양,219,8,13234,2785,26435,9844,66949,14435,60605,26707,32214,22444,23697,19829,23328,22253,25302,23697,24335,26812,23026,24266,24593,27709,28266,31507,32213,41727,30518,71315,19479,55086,17973,30315,18656,25261,11333,19020,2087,9393,36,631,0,0,0,0,0,0
44409,경부선,255,명학,180,2,6384,1710,9380,6599,21595,23486,19327,44788,9491,11133,6997,5969,7087,4601,7686,5483,6767,6075,6538,5502,7216,5556,9809,6879,19656,9524,32685,18202,10643,16270,9908,8732,5469,7457,3145,6636,644,3295,4,103,0,0,0,0,0,0
44409,경부선,256,금정,481,6,21138,6091,30448,20047,69481,35909,69872,76362,39134,27172,27482,17258,25120,18977,25767,19261,24885,20737,22754,21274,23230,26670,28838,31451,45949,48075,66180,72089,28388,58282,20802,33782,17425,34903,10068,26965,2620,13417,26,1335,0,0,0,0,0,0
44409,경부선,257,군포,105,1,4888,1994,7717,8276,15563,27052,14485,38179,8179,6767,6148,4104,5823,4440,6061,4356,5638,4943,5497,4631,5701,5108,7723,6492,18411,8153,31373,13690,10153,10466,8529,6858,4921,5933,3044,4796,586,1846,5,44,0,0,0,0,0,0
44409,경부선,258,의왕,167,1,6181,1770,11360,7288,25401,21381,23701,22075,11190,7225,8858,5144,8364,5349,8328,5995,7998,6823,7903,6897,7806,7922,9907,10617,19133,14184,21293,25564,8959,17254,5867,12669,4950,10112,2580,8214,768,4108,13,104,0,0,0,0,0,0
44409,경부선,259,성균관대,159,0,7030,1688,22011,4902,52976,7582,42751,15934,19310,10838,14758,9038,13570,9719,14790,11249,13081,12726,12502,12349,12231,13894,14320,18109,18037,27048,19228,49182,10535,39788,8771,25080,8714,21331,6081,16356,1392,7275,14,285,0,0,0,0,0,0
44409,경부선,260,화서,488,6,6661,1606,16987,4015,31899,4381,23915,8169,10365,5350,7551,4374,7125,4517,6975,4916,6282,5739,5529,5649,5838,6574,7798,8311,8103,13704,7916,27925,4337,22173,3335,13313,2720,9587,2208,8177,502,3381,6,392,0,0,0,0,0,0
44409,경부선,261,수원,1658,32,16051,6275,27764,24672,58879,39358,50111,53500,32629,50989,30862,47461,37198,48290,39147,56957,39842,54158,42025,54678,48724,52329,60514,56977,68346,66160,79436,90667,59094,69094,65015,40112,49711,32006,31663,24672,6208,11136,48,2436,0,0,0,0,0,0
44409,경부선,262,독산,656,8,6963,2506,15106,12343,34882,36968,33244,88338,17969,37131,13636,14195,13348,10083,14004,11521,13558,11339,13032,9707,13980,13246,20610,14230,44977,21977,65481,37479,29180,29894,15720,16176,10844,16345,5897,13087,1242,4178,36,294,0,0,0,0,0,0
44409,경부선,263,세류,436,0,2951,756,6243,2426,11703,3988,7895,3292,3994,2370,3163,2396,3105,2451,3085,2639,2882,2552,2626,2680,2812,2921,3615,3592,4547,4935,4475,9136,2846,7388,2045,4640,1869,4353,1084,3254,235,1412,3,315,0,0,0,0,0,0
44409,경부선,264,병점,2713,19,6659,3337,20880,9917,41323,19841,29136,22215,18565,11498,16320,9385,16419,11438,16912,12073,15295,12240,14588,13385,16369,15079,19405,18660,25395,25588,27027,38683,15000,35681,11396,25094,9675,19961,6393,17020,1406,7568,5,2361,0,0,0,0,0,0
44409,경부선,265,세마,215,0,1741,526,4205,1139,8001,3120,6238,7229,4278,2124,3232,1535,2821,1952,3162,1991,3041,2120,2620,2199,2840,1945,2986,3356,4264,4826,6157,6181,2382,6721,1613,3793,1376,3845,742,2785,246,1205,13,79,0,0,0,0,0,0
44409,경부선,266,오산대,305,1,2128,779,5088,2025,9184,3431,6903,6549,3993,2182,3359,2564,3140,2619,3274,2806,3750,3386,3301,3325,3510,2714,4553,3971,5244,5085,7132,9179,3337,6812,2608,3979,2264,4313,1271,2834,469,1447,38,85,0,0,0,0,0,0
44409,경부선,267,오산,386,0,5264,1866,12335,7442,18666,24675,16654,17222,12624,9909,12166,8278,11923,8730,14167,10107,11740,10481,11733,10381,12000,12302,15314,14889,20996,17254,23085,23933,12978,17980,10317,15535,7591,12756,3785,7606,1217,4289,46,325,0,0,0,0,0,0
44409,경부선,268,진위,15,0,710,232,1129,2281,2202,5940,2118,6398,1394,1087,1099,845,1137,860,1323,823,1172,918,1256,767,1389,1064,2270,1319,4644,1394,7941,1847,2500,1989,1710,1205,1077,1194,481,848,212,510,0,37,0,0,0,0,0,0
44409,경부선,269,송탄,205,2,5649,688,6679,2521,10947,4529,8901,5810,6500,3335,6077,3260,6009,3290,5761,4303,5792,4270,5095,4759,5602,5372,5863,6050,6969,8793,8096,10245,4642,11179,3127,7246,2561,6660,1418,5578,515,3801,33,266,0,0,0,0,0,0
44409,경부선,270,서정리,70,1,3371,4355,7648,5649,10684,9865,9726,11933,7657,5782,7387,5437,7859,5464,8881,7199,8368,7441,8212,6442,8924,6946,9988,9545,18049,12066,15048,11794,7463,11707,5669,9235,4055,7052,1660,6384,630,4083,17,300,0,0,0,0,0,0
44409,경부선,271,평택지제,15,0,1155,3883,2826,6156,6845,8414,4627,6055,3260,3521,3016,1972,2942,2438,4027,2770,2484,2610,3434,2590,4626,3154,4985,3444,9227,3882,8183,6190,5088,4685,3428,3733,3232,3115,2389,2496,821,1258,0,73,0,0,0,0,0,0
44409,경부선,272,평택,153,1,6007,2590,12038,6929,21734,12339,17510,19438,15474,16029,15884,12709,15694,16904,16585,16785,16452,16721,16074,18590,17373,18557,19895,20595,25058,24423,24328,28198,16914,20473,17761,15173,11822,12945,7860,9525,2849,5287,21,1012,0,0,0,0,0,0
44409,경부선,273,성환,38,2,1550,491,2802,1954,4380,7838,4756,8236,4389,3980,4172,3195,4043,3326,4236,4296,4925,4107,4657,3721,6179,4035,5545,4411,8287,5497,7546,5856,3346,4600,3259,4081,1724,3981,893,3020,367,1764,27,531,0,0,0,0,0,0
44409,경부선,274,직산,84,5,361,228,970,762,1243,2122,1003,2582,853,757,874,647,865,722,916,792,884,770,821,741,1065,846,1051,815,2274,1151,2456,1301,930,1271,685,757,457,749,350,572,173,616,23,71,0,0,0,0,0,0
44409,경부선,275,두정,1076,3,3535,489,6798,2078,10665,5047,8902,6967,6762,6497,6050,5066,5910,5538,6317,6558,6133,6242,6108,6120,6894,5831,7317,8487,8839,9491,9651,14337,5562,9986,5023,7881,4431,5672,3727,5052,1252,4872,25,989,0,0,0,0,0,0
44409,경부선,276,천안,1176,3,2471,519,4473,2523,7324,4048,6474,8209,7793,8415,6744,7847,8574,10626,8490,12109,9084,11213,10057,9311,11755,9853,12676,9366,11166,11325,10436,11856,7348,8725,6144,6760,4187,4090,2883,3099,1013,2577,9,784,0,0,0,0,0,0
44409,경부선,277,당정,24,2,3346,1005,9039,2588,20759,7793,18285,12390,9388,4386,6667,3495,6133,3635,6399,3841,6008,4367,5070,4502,5857,4874,5794,6807,8454,9375,11863,18044,4649,15616,3619,10332,2651,8249,1812,7381,511,3142,6,63,0,0,0,0,0,0
44409,경부선,278,서동탄,1,0,927,11,3756,746,8375,1697,2781,1393,1840,835,1310,657,1424,1187,1221,1009,1318,1048,1154,1158,1477,1634,1428,1350,1574,2095,2238,3948,955,5061,778,2083,477,1631,384,1827,28,777,3,411,0,0,0,0,0,0
44409,경부선,279,광명,0,0,7,1326,2159,3315,10172,4393,8412,4091,4246,3479,2570,2702,4539,1793,3274,5144,3145,116,2819,5368,5590,2747,2513,3417,6086,4527,6858,10101,6533,5928,3739,2904,2677,4314,1503,1473,388,20,0,0,0,0,0,0,0,0
44409,경인선,293,개봉,1452,6,17153,5577,32371,11268,74875,13633,71770,21201,42264,17993,28884,14864,26267,16706,26622,19901,24665,19872,21633,22404,21041,26813,24202,34372,25541,50436,25694,82212,14871,62134,11357,33876,9675,32221,6554,23817,1696,8316,12,520,0,0,0,0,0,0
44409,경인선,294,오류동,762,6,11716,1936,15934,4752,43954,5940,42451,10969,23695,10195,17198,8551,15152,9307,15589,10800,13978,11406,12700,12337,12293,14841,13166,17676,13037,23666,12579,39627,7235,34039,5788,18737,4772,17330,3466,13027,893,5077,3,309,0,0,0,0,0,0
44409,경인선,295,역곡,1130,10,25456,3665,39331,9599,101061,11474,97621,24339,51865,20689,33430,18480,29858,20040,30054,23922,28398,23255,24873,25696,23738,28271,24804,42103,29651,58751,28120,96950,17291,84226,14327,45833,12598,40482,8714,32221,1850,13069,9,297,0,0,0,0,0,0
44409,경인선,296,부천,2658,12,33907,5157,38777,11443,89480,16584,89664,37572,50580,35851,38271,33317,39383,34608,40479,41254,39572,42400,38072,43119,39379,45958,42358,52606,47675,71304,50665,109162,33329,85018,28956,44209,29822,42049,18763,31627,3623,15670,2,301,0,0,0,0,0,0
44409,경인선,297,송내,1803,9,14093,7506,33087,13336,88874,25780,74259,60405,39128,34378,28515,19415,29842,19687,28993,21119,26689,21884,24306,22687,25822,24148,30315,30644,34395,46878,59749,79447,25665,73114,17461,39171,15298,34424,11579,27150,3207,10946,18,148,0,0,0,0,0,0
44409,경인선,298,부평,7237,31,18437,4985,31529,10346,69249,17179,66679,29581,37695,34926,32481,32292,33346,35911,35240,42835,36235,49502,36325,49277,39507,47953,44667,57690,51979,68347,51088,99626,36439,76196,35099,40732,38559,34502,26138,28328,5306,12902,48,1114,0,0,0,0,0,0
44409,경인선,299,백운,147,3,7002,1675,12437,4015,24500,3965,20486,7421,12654,5554,9915,5453,9441,6284,9270,6659,8563,7122,7221,7160,7196,8887,8067,11211,9144,13852,7468,20975,4330,20230,3489,11609,2818,10769,1832,8247,669,4249,6,305,0,0,0,0,0,0
44409,경인선,300,동암,606,5,17668,4096,24834,9557,45779,12660,42657,15774,25306,13028,20111,12487,18655,14557,18998,14579,17973,15337,15885,14872,15834,19240,18050,23336,20920,31437,20498,44371,12167,40745,9786,25592,8428,23788,5649,19689,1482,8481,29,745,0,0,0,0,0,0
44409,경인선,301,주안,1159,17,12063,4170,22702,7969,52142,14752,45297,24989,28903,18827,21970,14013,22966,14093,24667,17218,23385,16312,21258,18881,22226,19365,25640,24926,30456,30323,31235,47131,17746,49625,15104,26486,14519,23455,9698,19137,2154,10957,79,1171,0,0,0,0,0,0
44409,경인선,302,제물포,881,7,6921,1712,12593,4302,33264,10098,27822,20767,15893,10711,12472,7774,12253,7282,12583,8642,11770,9429,10623,9370,11700,9642,14127,12460,15081,17116,18207,26657,7558,25326,5235,15088,4288,14162,2790,12073,747,6223,11,958,0,0,0,0,0,0
44409,경인선,303,동인천,1683,5,5915,2421,13565,10176,34569,19865,25779,27260,17355,13655,16073,14823,16912,16820,18745,16992,18813,18565,18441,17502,20767,16755,23233,18531,29579,22132,32951,29031,15386,28570,10627,16335,8915,12692,4916,11861,871,5263,4,1257,0,0,0,0,0,0
44409,경인선,304,인천,240,15,1151,1163,2583,3717,4871,5122,4183,7025,3040,3549,3147,5074,4065,6686,5593,7437,6626,6693,7614,6749,8738,5512,9752,4813,11738,3868,11012,3386,5574,2387,4674,1725,3250,1374,1749,1154,272,604,2,317,0,0,0,0,0,0
44409,경인선,305,구일,345,20,3688,1406,8231,3018,22249,6101,20106,8837,10368,4935,7530,3725,6618,3869,6686,4337,6340,5189,5695,5502,6035,6647,7285,8377,7491,11797,9010,22298,3874,17925,2809,9435,2629,8485,1919,6022,540,2532,2,113,0,0,0,0,0,0
44409,경인선,306,소사,1577,43,15732,2591,14299,5217,28827,6365,25947,8516,16502,7625,12400,6874,10634,7614,10814,8691,9213,8560,8665,9243,8598,9849,8781,12847,10326,17356,8964,27019,5261,22313,3977,12876,3392,13442,2265,9661,729,5725,3,90,0,0,0,0,0,0
44409,경인선,307,부개,1963,7,8776,2441,14202,3731,32649,4768,26003,8886,14863,5886,11568,5713,10252,6863,10086,7130,10032,8059,8182,7923,8084,9743,9460,12874,9477,17482,9644,25712,5185,21714,3776,13503,3157,12217,2271,9246,689,4375,5,125,0,0,0,0,0,0
