사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44409,일산선,376,삼송,569,3,6927,1119,24215,9758,63620,13058,61447,22873,33200,18059,25038,15002,21126,16946,21221,19018,19769,18843,17772,19611,18526,23370,21757,26763,24902,33646,25122,58305,15411,50994,12590,29374,15043,24027,6115,19170,930,5564,7,139,0,0,0,0,0,0
44409,일산선,377,원당,187,5,7812,847,18350,5096,37119,7717,38376,11363,21654,8563,15950,7762,14471,9595,14771,10223,13747,10141,11824,11230,11365,13181,11852,15910,13183,21805,13411,31620,7021,32047,4780,17840,3638,17021,2171,14487,419,5126,0,13,0,0,0,0,0,0
44409,일산선,378,화정,87,3,9206,1356,21130,6098,46522,11091,46389,24683,27187,18563,21869,16459,22263,18324,22788,20227,21904,21235,20427,20295,20273,26640,20969,26180,24054,35479,26023,50676,13516,42882,11895,25027,12699,22757,8860,18934,1377,6456,6,5,0,0,0,0,0,0
44409,일산선,379,대곡,1,0,639,391,2205,1694,5869,1712,5268,2963,2984,1570,2484,1675,1974,1350,2103,1615,2047,1481,1996,1497,1971,1666,2287,1921,3030,2075,4347,4489,1956,3295,1083,1676,969,1780,687,1543,276,1031,0,12,0,0,0,0,0,0
44409,일산선,380,백석,60,3,3873,2296,8658,4983,18525,10433,20031,24593,13772,13107,12486,11537,13446,11140,12979,12166,12601,13531,12835,12687,14955,12859,14753,14139,19013,16579,22127,21425,10761,21109,8750,11905,8904,9477,5095,7850,1253,3735,0,3,0,0,0,0,0,0
44409,일산선,381,마두,29,0,2765,1430,7615,3673,14226,7641,13390,20154,9687,13398,10154,10037,10997,9535,10871,8372,10429,11173,10339,10077,12046,9890,11631,9663,13533,12232,15759,14996,6940,15122,5077,8280,5075,6373,3973,5539,415,2953,0,1,0,0,0,0,0,0
44409,일산선,382,정발산,55,1,1629,936,4249,3135,7583,5965,8293,17989,6342,15960,6512,10947,8468,10481,8993,10859,9691,14070,10484,12419,12349,11565,13507,11116,16982,12412,20878,14874,11264,11114,12529,5437,10555,3970,6780,3087,813,1926,2,3,1,0,0,0,0,0
44409,일산선,383,주엽,107,1,5051,1245,13161,3024,23382,7305,21334,13521,13802,11684,12794,10857,13684,10441,13023,10118,11901,11888,11404,11137,11893,12957,12261,13913,12557,15694,13114,22200,6651,22410,5786,12361,5284,9738,4205,7498,448,4244,2,97,0,0,0,0,0,0
44409,일산선,384,대화,99,1,6218,1173,21233,4885,47294,12571,36160,17192,21831,11280,17861,9049,16957,9985,15845,10243,15071,11931,13665,11076,14540,13176,14539,13456,16688,17033,17355,26509,8687,27404,6688,18111,5390,14880,3333,12528,579,4767,4,1343,1,1,0,0,0,0
44409,중앙선,135,회기,719,12,11133,3419,18619,10520,47471,24212,59922,40739,39563,26807,31469,23533,31674,21253,33153,24327,30224,27639,31526,25966,34264,27776,35268,30873,44727,41466,38115,62992,21128,50037,17210,30138,17437,30912,13269,31496,3634,12009,63,1645,0,0,0,0,0,0
44409,중앙선,152,중랑,200,4,5961,572,8782,2261,19739,2544,18610,5744,13213,4790,8053,4282,7475,4579,7112,5208,7262,5729,6563,5840,6205,8187,6194,9471,5842,13002,6531,20675,4213,13961,2938,9480,2513,7041,1654,7106,430,2686,5,183,0,0,0,0,0,0
44409,중앙선,153,상봉(시외버스터미널),751,3,6354,685,8022,2168,18467,4394,20236,6865,11594,5954,8258,4546,6688,5506,8460,6390,6499,6511,6660,6294,6218,8117,6065,8391,7473,11538,8604,21043,5824,18120,4518,10254,4177,8381,2468,8197,769,3152,25,658,0,0,0,0,0,0
44409,중앙선,154,망우,521,14,7612,994,10657,2801,25082,5128,20526,11898,13356,7218,10697,8081,10149,7325,10690,7958,9757,8442,9043,9464,8766,10643,9756,13166,10010,16510,10356,26141,7097,17369,4849,11498,4017,8303,2398,7359,595,3743,8,327,0,1,0,0,0,0
44409,중앙선,155,양원,53,0,1600,408,1931,2476,4781,4468,3730,4412,2740,1739,2384,1862,2020,1924,2055,1428,2168,2088,2012,1893,3229,2015,4071,2175,3747,2508,2467,4412,1239,2921,660,2075,498,1543,409,1452,53,529,1,25,0,0,0,0,0,0
44409,중앙선,156,구리,909,7,8196,2065,18495,6254,47279,7807,41320,16725,21580,14644,16588,13087,15806,11902,16072,12700,15034,15005,13596,14499,14264,17415,16257,20239,17356,26282,17926,45376,11482,39146,9802,21127,7112,16907,5330,14956,810,7143,7,239,0,0,0,0,0,0
44409,중앙선,157,도농,1026,5,7039,1485,17036,5741,41194,7221,30389,10799,18294,6332,12395,6086,11420,6210,10549,7126,9440,8164,8526,8033,8293,10015,11172,12732,11501,18643,11215,30157,5736,28191,4283,15716,3567,12222,2103,9558,520,5886,4,516,0,0,0,0,0,0
44409,중앙선,158,양정,57,0,297,458,865,1479,1682,1882,1684,2111,1222,1195,819,866,889,851,836,663,1046,674,1104,720,1158,689,1582,832,2197,971,2486,1388,1024,938,488,616,341,481,141,379,26,181,0,30,0,0,0,0,0,0
44409,중앙선,159,덕소,1384,1,3219,696,9037,1866,21420,3114,16342,6939,11308,5050,8393,4486,7766,4423,7568,5774,7440,6427,6767,6161,6301,8019,6124,8835,6799,13455,6330,17700,3628,16254,3030,8052,2450,8672,1811,7435,370,3839,3,594,0,0,0,0,0,0
44409,중앙선,160,도심,3,1,1314,434,4606,1129,10790,1476,7018,4522,4392,1611,3133,1844,2747,1362,2835,1673,2687,1770,2165,1392,2116,2789,2659,1936,2761,4703,3097,4444,1450,5469,1032,2779,1009,2614,663,2377,96,1167,0,0,0,0,0,0,0,0
44409,중앙선,161,팔당,1,0,212,117,788,783,1261,1603,1267,2790,1123,3084,1208,3007,1127,2377,1339,2366,1521,1598,1885,1536,2071,1681,2398,1440,2700,1577,2857,1828,2067,1148,2057,734,1927,488,559,333,56,211,0,0,0,0,0,0,0,0
44409,중앙선,162,운길산,0,0,273,166,594,867,1438,883,1330,1452,1075,2158,923,2521,1113,1936,1299,2552,1724,1412,2130,1623,2717,1323,2744,1170,2736,1030,1920,952,1227,1388,1013,468,348,508,155,492,27,248,0,0,0,0,0,0,0,0
44409,중앙선,163,양수,21,0,752,258,1718,1340,5382,2366,3445,2886,3590,4182,2607,4079,2798,3631,3193,4036,3398,3715,3814,3451,4570,3085,4841,3314,4705,3729,4061,3316,2064,4075,1982,2613,1090,2240,351,1638,113,831,0,0,0,0,0,0,0,0
44409,중앙선,164,신원,0,0,147,6,219,218,285,587,399,365,326,369,278,398,327,332,363,289,378,211,450,270,613,254,549,214,430,232,762,311,230,200,78,141,42,128,29,136,5,73,0,0,0,0,0,0,0,0
44409,중앙선,165,국수,3,0,520,73,994,449,1751,630,1392,1159,1430,1144,1096,906,1005,1262,1276,1130,1203,983,1076,818,1474,980,1472,998,1118,1295,776,1328,587,1213,379,1250,214,920,92,718,19,334,0,0,0,0,0,0,0,0
44409,중앙선,166,아신,7,0,475,32,632,239,1617,573,1192,883,916,1056,1054,1059,847,919,873,1008,866,673,917,700,891,839,1078,880,1059,1238,1199,1056,597,1204,405,781,215,838,170,489,14,382,0,4,0,0,0,0,0,0
44409,중앙선,167,오빈,8,0,153,9,451,358,814,326,691,657,638,589,573,406,420,376,497,416,518,355,356,273,424,470,518,449,627,776,629,638,343,492,199,375,58,417,31,290,15,170,0,9,0,0,0,0,0,0
44409,중앙선,168,양평,69,1,1174,63,2958,1984,4868,3240,4630,6051,3833,3998,4826,4356,4502,5015,4897,4773,5149,3596,4927,4787,4751,5074,6317,4279,5601,5528,5407,5354,2650,3813,2671,4394,1807,2406,1410,1919,89,1837,6,73,0,0,0,0,0,0
44409,중앙선,169,원덕,72,0,277,1,689,261,643,477,883,613,755,522,661,665,584,567,593,673,567,305,638,505,662,597,801,509,644,809,544,701,442,590,215,330,94,468,25,277,0,161,0,20,0,0,0,0,0,0
44409,중앙선,170,용문,407,1,978,3,1985,704,2990,2477,3459,3677,2643,2840,3174,5529,3092,8112,4302,8716,5271,3729,6614,5341,7827,4792,7437,3233,6449,3830,4312,3082,2379,2412,929,2544,733,1424,314,1127,0,927,1,249,0,0,0,0,0,0
44409,중앙선,171,지평,0,0,1,0,2,0,347,298,218,58,18,3,325,422,2,2,4,1,65,127,451,414,1,1,4,1,121,203,35,137,215,232,2,4,27,84,14,32,0,0,0,0,0,0,0,0,0,0
44409,장항선,224,봉명,23,0,889,316,1201,550,1732,2843,2005,2978,1921,2867,2156,1938,2032,1149,1669,1200,1478,1613,1639,1414,1805,1195,2097,1082,2544,1660,1449,1422,808,1258,515,717,426,851,420,659,343,463,0,40,0,0,0,0,0,0
44409,장항선,225,쌍용(나사렛대),46,1,1894,307,3002,511,4327,1034,5016,2836,2121,2034,2333,1746,2124,1667,2078,1946,2487,2125,2005,1543,1952,2210,2322,2772,2680,3758,2544,4276,1674,3715,1369,2348,903,1698,958,1755,387,1323,3,269,0,0,0,0,0,0
44409,장항선,226,아산,54,0,758,752,1627,1965,4450,3718,4767,5268,2458,3604,3133,4197,3238,3211,3653,4010,3683,3827,4429,2999,4807,3530,4481,4010,4878,5209,7577,5768,5844,3911,3339,3159,3861,1957,3136,1825,1414,784,31,196,0,0,0,0,0,0
44409,장항선,227,배방,130,1,726,152,1186,620,2223,1077,1955,1685,1438,1413,1302,923,1275,1144,1545,1208,1527,1299,1469,1008,1315,1241,1389,1820,1631,2275,2060,2142,1001,1785,734,1566,668,1104,727,1070,259,628,17,181,0,0,0,0,0,0
44409,장항선,228,온양온천,656,2,1426,341,3524,1772,6125,3679,6253,5640,5751,5950,5766,4576,5956,8414,6321,7551,7669,6542,7477,4751,6489,5576,6089,6328,5041,7391,7114,6103,3143,5440,2245,4127,1937,3950,1617,2976,602,1593,19,507,0,0,0,0,0,0
44409,장항선,229,신창(순천향대),131,0,437,67,1022,353,1840,1567,1693,4439,1462,1650,1813,2062,1978,1901,1941,1914,2391,2233,2970,1704,2668,1547,3245,1930,3596,1346,2779,2781,1087,1862,968,1538,633,1520,449,1702,103,890,1,165,0,0,0,0,0,0
44409,경의선,173,신촌,0,0,211,6,401,1000,609,3279,400,3818,491,2733,561,1433,602,1083,709,861,625,1629,710,874,1083,698,1712,557,3016,936,2950,1014,1844,899,895,509,912,253,711,81,165,241,0,22,0,0,0,0,0,0
44409,경의선,174,효창공원앞,0,0,660,249,1685,1855,3909,3929,5558,13618,3708,8870,2378,2884,2565,2871,2837,2815,2840,2790,2856,2918,3037,2899,4015,3320,5431,4202,11817,6538,5036,5122,2601,3144,2282,3417,1497,2691,412,1370,2,116,0,0,0,0,0,0
44409,경의선,176,서강대,18,0,442,91,1217,1150,2719,2482,3414,6115,2743,5021,2320,2561,2347,2629,2607,2393,2565,2862,2506,2663,3030,2566,3534,3032,4827,3128,5297,3804,3327,2772,2673,1776,3141,2018,2301,1325,589,695,4,40,0,0,0,0,0,0
44409,경의선,178,가좌,0,0,2597,199,6077,2937,15069,3378,19144,7679,8937,6546,6873,4998,6421,4766,6906,5114,5879,6615,5769,6037,5966,6699,7287,8107,7221,10125,7453,15396,4534,12763,3337,6698,2697,5007,2076,4662,516,2600,4,164,0,0,0,0,0,0
44409,경의선,180,수색,1,0,857,1052,1728,4605,3404,4388,3495,12824,2620,6674,1970,2919,2045,1909,2140,2037,2103,2512,2227,1995,2463,2019,4793,2487,7287,3211,10602,3166,4633,2712,2447,1742,1926,1060,1267,1223,330,576,15,62,0,0,0,0,0,0
44409,경의선,181,화전,0,0,632,418,1187,1292,2965,1910,3223,4140,2097,2318,1536,1633,1579,1468,1958,1625,1604,1506,1820,1536,1757,1398,2606,1599,3643,2031,3143,2545,1976,2316,985,1362,772,1306,608,1297,264,529,20,158,0,0,0,0,0,0
44409,경의선,182,강매,0,0,1681,259,5569,1003,14741,1123,13857,2734,6619,1178,4102,1340,3504,1595,3307,1595,2855,1982,2450,2143,2154,2568,2371,3543,2341,5639,2969,9951,1211,10260,764,5437,844,4709,439,4229,120,1748,2,345,0,0,0,0,0,0
44409,경의선,183,행신,3,4,2949,842,11213,3645,31444,4760,27695,9169,12147,5836,8645,4794,8967,5788,8820,6128,7051,6761,6373,6948,5957,7042,7656,10263,11268,14883,8545,33477,5446,25966,5848,11622,4097,10669,3697,8541,963,3544,64,767,0,0,0,0,0,0
44409,경의선,184,능곡,2,0,2562,457,6059,2713,12895,2570,13228,4335,7558,3132,5398,2733,4984,3087,4463,3291,4265,3340,3815,3574,3727,4024,4315,5385,4697,6681,4424,10747,2707,9215,1907,5201,1480,5254,949,4595,307,2066,8,784,0,0,0,0,0,0
44409,경의선,185,곡산,0,0,346,215,755,707,1248,1098,1137,1776,774,818,698,535,577,510,615,635,626,538,678,496,866,669,847,678,1164,896,1726,1506,612,1192,418,630,222,519,166,390,51,172,8,13,1,0,0,0,0,0
44409,경의선,186,백마,8,0,3593,1044,12568,2464,28525,6349,20327,10258,10439,5343,7981,4469,8027,3752,8135,5631,6933,5363,6461,5465,6667,6914,7067,7313,8060,9688,9406,23183,3938,22582,3209,11402,3003,9611,3064,8553,608,4298,0,167,0,0,0,0,0,0
44409,경의선,187,풍산,12,0,3169,341,8671,1562,19858,3897,15859,6723,9758,4815,6868,4484,6493,5099,6748,5682,5966,6262,6068,4903,6446,5744,6587,7144,6975,9023,7623,16912,4225,13799,3736,9667,3806,8171,2325,6430,474,3573,9,104,0,0,0,0,0,0
44409,경의선,188,일산,6,0,6382,852,18672,3690,37872,5874,26347,10694,14764,6797,10580,5763,10756,7040,10810,7364,9332,8449,8233,8816,8555,9099,9495,12160,9820,15276,10244,30697,5619,30869,4145,13963,3504,13853,3291,10592,711,6183,10,1227,0,0,0,0,0,0
44409,경의선,189,탄현,76,0,4961,486,17264,2553,30114,5317,21542,8090,11832,4844,9418,4156,8926,5182,8672,5535,7782,5730,7342,7280,7676,7355,7564,8685,7716,14593,9476,24537,4992,27786,3952,12812,3703,11963,2883,7770,688,5498,19,893,0,0,0,0,0,0
44409,경의선,190,야당,31,0,3642,410,12015,1907,21439,4107,18772,7637,9655,6146,7755,4609,7368,6195,7699,6508,7006,6973,6838,7942,7358,8265,8258,9467,8634,14992,9668,21250,6373,19946,5772,10214,6726,9105,4975,6433,986,4483,58,714,0,0,0,0,0,0
44409,경의선,191,운정,44,1,3719,494,13353,4078,24675,6550,21293,9181,10415,4657,8164,3850,7272,4654,7401,4918,6866,4786,5870,6170,6469,6506,7529,8387,8522,12525,9337,19978,4305,19150,3061,10145,2596,9118,1774,7367,400,3672,22,542,0,0,0,0,0,0
44409,경의선,192,금릉,134,0,2395,302,7770,2077,14782,4529,11292,9396,6912,4565,5906,3697,6037,3605,5864,4367,5378,4034,5109,5093,5202,5585,5936,6045,7471,9138,8704,12251,4066,12198,3308,6309,2638,5932,2086,5386,283,2922,13,512,0,0,0,0,0,0
44409,경의선,193,금촌,121,1,3174,313,8026,3877,16567,8883,13780,14121,9649,7796,8368,6457,9120,5270,8988,7751,8720,7816,7801,6951,8349,8860,8723,9219,11200,12033,13738,15149,6501,12795,5117,8443,3801,8477,2160,6591,401,3302,36,492,0,0,0,0,0,0
44409,경의선,194,월롱,27,0,323,9,855,3662,1967,9141,1990,9539,1731,2534,1719,1837,2185,1380,2274,2176,2617,1691,2387,1523,2879,1645,3927,1851,7638,2296,10502,2425,3656,2332,2570,2311,1998,2447,574,2049,40,1219,5,195,0,0,0,0,0,0
44409,경의선,195,파주,113,0,647,31,1199,1036,2172,2466,2327,2567,1484,897,1372,982,1338,854,1328,882,1352,907,1364,799,1523,1034,1851,1064,3460,1040,3123,1204,1064,1385,623,1045,684,843,195,666,24,403,0,86,0,0,0,0,0,0
44409,경의선,196,문산,923,1,2801,5,6979,2594,13776,6782,10984,12076,7970,4656,7114,5829,7162,5922,7483,7337,7940,7026,7652,6715,7783,8298,7946,7615,9854,8711,10433,10736,4302,10114,3521,8062,2453,5402,1479,5606,58,3030,0,826,0,0,0,0,0,0
44409,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,21,99,135,319,3,4,0,0,2,2,5,2,128,159,161,32,457,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,경의선,198,서울역,3,0,862,5,1159,5823,2400,18627,2007,27463,1784,12900,1251,5189,1606,3998,2290,3100,2643,5193,2866,2403,4126,2486,6001,2206,12865,3694,25477,3752,8736,2672,4345,2531,4855,845,780,103,694,811,0,50,0,0,0,0,0,0
44409,경의선,199,공덕,13,0,659,143,1710,1777,3499,5842,4635,15640,3085,7252,2684,2750,3065,2927,3408,2727,3663,2632,3603,2809,3712,2721,4790,3063,8209,3994,15167,5717,5723,3749,4491,2206,4437,2357,2382,1620,458,764,5,79,0,0,0,0,0,0
44409,경의선,200,홍대입구,2,1,232,129,586,553,1034,1814,1327,5018,1081,3316,900,2540,998,2427,1295,3255,1437,3623,1898,3286,2039,2954,2698,3366,4348,3339,5969,4000,3713,2789,3402,1260,4409,1448,3815,1048,703,480,13,53,0,0,0,0,0,0
44409,경의선,201,디지털미디어시티,4,0,741,380,2249,2032,7587,1808,7766,3552,3851,2135,2784,1693,2816,1600,2921,1792,2656,2252,2631,1958,2665,2252,3420,2835,4481,4321,4164,8037,2339,6437,1618,3499,1376,2939,959,2803,334,1126,11,100,0,0,0,0,0,0
44409,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,경춘선,205,신내,17,1,711,818,1959,2398,4493,3619,3991,5186,2391,1503,2062,1500,1829,1323,1969,1315,1821,1750,1867,1450,2306,1994,3043,1966,3535,2909,4129,3830,1715,3010,938,1534,688,1370,617,1069,199,504,0,90,0,0,0,0,0,0
44409,경춘선,206,갈매,7,0,1489,538,3557,1697,14998,2698,8597,4103,5591,2476,3328,2421,2603,1970,3320,2125,2461,2567,2932,2128,2592,3218,3294,3257,3084,4637,3912,9667,2074,7344,1847,4270,2314,3325,1328,2260,346,876,6,317,0,0,0,0,0,0
44409,경춘선,207,별내,44,0,1179,1011,3101,2739,11164,3946,8544,5788,5171,3692,3605,2786,3143,2856,3417,2962,3013,3382,3182,2633,3632,3642,4804,3972,5071,5818,5850,8868,2859,7903,2285,4161,2383,2636,1909,2829,547,899,11,190,0,0,0,0,0,0
44409,경춘선,208,퇴계원,44,0,2632,737,5228,1603,16736,3848,11243,4315,7437,2374,4926,2606,4158,2567,4656,3037,4038,3022,3264,3176,3687,3541,3158,4966,3977,8238,5152,11033,2436,10544,1674,5958,1446,3947,949,4744,267,1400,14,373,0,0,0,0,0,0
44409,경춘선,209,사릉,49,0,2561,918,5316,2215,14129,5280,10293,5933,5808,2307,3879,2337,3482,2408,3490,2403,3271,2127,2571,2865,2981,2759,2905,3603,4468,6465,6134,8577,2222,11895,1432,5253,1307,3639,661,3436,182,1458,9,293,0,0,0,0,0,0
44409,경춘선,210,금곡,23,1,1520,258,2193,1055,4346,1741,4081,4034,2767,1739,2137,1508,2265,1133,1912,1515,1955,1190,1576,1815,1790,1619,1760,1823,2134,2891,3075,3613,1108,3783,771,1553,627,1607,411,1393,111,721,7,85,0,0,0,0,0,0
44409,경춘선,211,평내호평,745,2,5134,765,10324,1760,24834,4410,16395,9157,9638,6021,8227,5164,7740,4946,7476,6501,6813,5920,5817,7124,6255,6588,6756,7538,6796,13407,7957,16926,4902,20654,3985,8990,3641,7468,3078,6731,821,3384,18,1137,0,0,0,0,0,0
44409,경춘선,212,천마산,28,4,1040,334,3589,622,6876,1741,4996,1915,4131,1449,3035,1405,2196,1878,2181,1890,1966,1642,1842,2007,1538,2366,1888,2347,1837,3168,2260,5360,987,4097,664,3040,537,2353,381,1692,82,877,0,33,0,0,0,0,0,0
44409,경춘선,213,마석,21,1,1395,442,6770,2421,12699,5829,9352,6892,7010,5295,5844,3654,5369,4505,5719,3929,4767,5208,4620,4536,4444,5282,5457,4884,5875,7155,6863,8186,3129,12084,2742,5816,2112,4708,1512,3811,431,1630,4,166,0,0,0,0,1,1
44409,경춘선,214,대성리,2,0,219,91,344,343,878,1085,872,1216,852,728,797,1125,1044,1150,930,898,962,957,1059,936,1192,798,1279,795,1708,733,1410,752,812,635,400,486,241,309,166,315,38,189,0,1,2,2,0,0,0,0
44409,경춘선,215,청평,18,0,884,192,1894,916,3348,1646,3472,3531,2954,2346,3028,2868,3724,2202,3167,3270,2684,2336,2784,2733,2899,2871,3341,2750,3416,3446,3058,3269,1653,2970,1088,2200,702,1605,336,1153,79,891,0,0,0,0,0,0,0,0
44409,경춘선,216,상천,0,0,96,65,312,244,587,290,614,687,476,744,449,830,545,812,499,615,499,397,716,398,815,416,933,359,905,433,648,383,273,460,150,212,75,148,29,85,11,53,3,8,0,0,0,0,0,0
44409,경춘선,217,가평,0,0,704,219,1286,1236,2378,2789,2958,5665,2422,5616,3029,4420,6275,5724,3808,4466,3084,4802,3492,3921,3471,3336,4946,2412,5761,2753,6234,2448,3543,2569,2093,1697,1239,1410,469,1030,194,759,0,42,0,0,0,0,0,0
44409,경춘선,218,굴봉산,0,0,66,10,43,139,138,287,284,400,231,314,297,612,480,491,351,329,363,233,457,316,482,338,509,188,517,168,335,180,161,139,139,119,71,55,11,68,1,30,0,0,0,0,0,0,0,0
44409,경춘선,219,백양리,0,0,9,54,25,277,63,398,151,249,100,151,309,416,728,315,269,253,272,241,369,336,410,248,374,172,353,102,303,96,119,45,85,44,68,47,48,34,13,17,0,0,0,0,0,0,0,0
44409,경춘선,220,강촌,3,0,96,15,182,275,381,414,495,1604,512,1354,831,1979,2637,2017,1494,1383,1154,1419,1453,1665,1559,1046,1685,969,1755,693,1263,667,880,520,564,326,494,263,143,220,44,142,5,7,0,0,0,0,0,0
44409,경춘선,221,김유정,2,0,107,48,165,109,343,470,360,631,277,697,296,1090,452,1246,682,1343,839,1040,1036,821,1188,761,1219,533,1202,555,837,509,507,373,277,240,163,158,55,101,20,53,0,12,0,0,0,0,0,0
44409,경춘선,222,남춘천,510,8,1327,16,3245,699,3147,2057,3962,3230,3403,3252,3644,2819,3652,6228,4305,7336,4744,4807,5817,4201,5263,4686,4757,3784,4559,4307,3626,4311,2948,7081,2608,2801,2202,2137,1313,2629,222,1279,2,631,0,0,0,0,0,0
44409,경춘선,223,춘천,286,0,481,6,1461,340,1120,1002,1475,2158,1803,2610,1786,1943,2062,4194,2418,3160,2863,3812,3805,2451,4692,3268,4396,2017,3922,1897,3225,1621,2039,2512,1552,866,965,932,475,854,30,688,0,218,0,0,0,0,0,0
44409,수인선,340,고색,358,1,2025,542,4868,1895,10190,11523,8583,15195,4621,2421,3222,1830,3413,2296,3464,2424,3174,2487,3083,2661,3244,2604,3906,3835,8682,5167,14149,7505,4300,7913,3945,5151,2819,4127,1162,3320,308,1550,3,688,0,0,0,0,0,0
44409,수인선,341,오목천,4,0,463,9,3335,1626,6491,2918,6348,4919,4112,1866,3254,1885,3190,1869,3446,2071,2941,2614,2638,2039,2842,2778,3775,3839,4731,3872,5119,7989,2166,4956,1386,2731,1184,2827,763,3474,360,1406,1,120,0,0,0,0,0,0
44409,수인선,342,어천,2,0,195,20,619,908,1088,1688,1062,1461,1015,874,979,751,1059,706,1102,730,1071,966,920,892,1046,814,1268,1208,1564,1170,2526,1961,996,1244,657,739,352,728,191,860,85,325,0,29,0,0,0,0,0,0
44409,수인선,343,야목,0,0,147,0,288,306,717,562,591,485,441,212,364,254,390,219,333,238,345,248,320,213,331,280,434,360,591,386,600,592,279,416,219,213,121,313,97,204,31,93,0,15,0,0,0,0,0,0
44409,수인선,344,사리,2,0,2511,115,7882,1144,16492,2008,13738,3310,7357,1991,5362,2234,4843,2137,4966,2788,5496,3138,4135,3192,3878,4029,4415,5537,4418,6937,4493,15411,2800,10799,1809,6694,1416,7037,1452,5621,421,3127,17,331,0,0,0,0,0,0
44409,수인선,345,달월,0,0,16,79,31,119,128,108,142,308,36,79,45,66,80,73,81,78,76,83,72,69,126,62,174,76,274,55,736,121,147,54,54,56,36,43,22,30,5,15,1,3,0,0,0,0,0,0
44409,수인선,346,월곶,8,0,1346,338,3955,1811,8346,2114,6868,2832,3980,2300,2922,2121,3165,2552,3038,3048,3149,2891,2996,2807,3118,3293,3408,3652,3584,5205,3655,7741,2488,5027,1930,3402,1815,3544,1303,2854,495,1106,3,117,0,0,0,0,0,0
44409,수인선,347,소래포구,6,0,2251,461,4825,2008,12591,3248,10022,6339,5308,5812,4812,6106,6312,9965,7048,12641,8886,10383,10823,9794,11589,8617,11305,8549,10674,8499,8850,11509,5609,7987,3892,5211,3665,4957,2476,3899,846,1992,8,183,0,0,0,0,0,0
44409,수인선,348,인천논현,4,0,2207,657,5240,4464,11862,7917,10875,11691,6151,7769,5734,6236,6281,6521,6594,6663,6471,7202,6718,7351,7499,7309,7705,8803,10572,10716,11522,15331,6798,9628,5974,6218,6363,5359,3797,3833,941,2020,1,220,0,0,0,0,0,0
44409,수인선,349,호구포,4,0,1596,936,2868,5046,5823,16265,6266,19533,3895,3676,3280,2568,3823,2892,3793,2977,3796,3042,3921,3295,4534,3212,5205,3820,11898,4834,14206,6498,4291,5531,5101,3683,3649,2792,1459,2390,506,1347,0,161,0,0,0,0,0,0
44409,수인선,350,남동인더스파크,0,0,468,723,769,3320,1152,13495,1731,18054,1355,2985,1523,1441,1836,1469,1627,1678,1666,1323,2191,1243,2676,1233,3029,1135,10331,1273,10919,1428,3805,1907,3201,1209,1714,662,450,497,162,206,0,14,0,0,0,0,0,0
44409,수인선,351,원인재,24,4,2775,750,6075,2214,11808,4335,12457,6373,7266,4385,6092,4306,6150,4398,5808,4804,5746,4863,5172,4959,5165,6161,5443,7373,6194,9404,6130,13997,3993,9731,3135,6719,3286,6772,2090,5520,690,2741,2,229,0,0,0,0,0,0
44409,수인선,352,연수,10,1,2506,855,6020,2048,12530,3676,10244,8506,5233,4812,4898,4168,5125,4025,5414,5343,5537,5142,5411,4984,5396,5549,5655,6833,6558,9273,7511,12688,4396,8188,3887,5822,4252,5519,2891,3667,907,2125,10,407,0,0,0,0,0,0
44409,수인선,353,송도,12,0,1790,331,3944,1169,7831,1946,7133,3192,3467,2099,3062,2319,3236,2272,3796,2652,3453,2408,2796,2501,3150,3299,2988,3859,3150,5023,3144,7391,1952,4757,1269,2790,990,2913,720,2344,252,1113,4,185,0,0,0,0,0,0
44409,수인선,354,인하대,29,0,2837,402,8536,2256,18842,3631,14209,8288,6897,5185,5796,4422,6225,4227,6891,5499,6142,5076,5887,5486,6665,6423,8261,7432,8010,12267,7691,18446,4516,10595,3836,7652,3769,6978,2789,4953,890,2631,17,495,0,1,0,0,0,0
