"@timestamp","@version","@version.keyword","_id","_index","_score","_type",client,"client.keyword","hashtags.indices","hashtags.text","hashtags.text.keyword","in-reply-to",message,"message.keyword",retweeted,source,"source.keyword",urls,"urls.keyword",user,"user.keyword","user_mentions.id","user_mentions.id_str","user_mentions.id_str.keyword","user_mentions.indices","user_mentions.name","user_mentions.name.keyword","user_mentions.screen_name","user_mentions.screen_name.keyword"
"Nov 1, 2021 @ 20:18:09.000",1,1,0DA423wBtA8X4oc1pojW,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @VXVGlobal: For Halloween, singer Darren Espanto dressed up as Hwang Jun-Ho, the flamboyant police officer from the blockbuster… https://t.co/uNf4LAbbra","RT @VXVGlobal: For Halloween, singer Darren Espanto dressed up as Hwang Jun-Ho, the flamboyant police officer from the blockbuster… https://t.co/uNf4LAbbra",false,"http://twitter.com/espantoD01/status/1455132046704070660","http://twitter.com/espantoD01/status/1455132046704070660","-","-",espantoD01,espantoD01,"1,368,799,662,065,344,512",1368799662065344512,1368799662065344512,"3, 13","VXV Global","VXV Global",VXVGlobal,VXVGlobal
"Nov 1, 2021 @ 20:17:18.000",1,1,zzA323wBtA8X4oc13Yjw,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Anakook0125/status/1455131831330918403","http://twitter.com/Anakook0125/status/1455131831330918403","-","-",Anakook0125,Anakook0125,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:17:13.000",1,1,zjA323wBtA8X4oc1yohd,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/lovlykooo/status/1455131810191474688","http://twitter.com/lovlykooo/status/1455131810191474688","-","-",lovlykooo,lovlykooo,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:17:12.000",1,1,zTA323wBtA8X4oc1xojw,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/varun143_army/status/1455131806584356867","http://twitter.com/varun143_army/status/1455131806584356867","-","-","varun143_army","varun143_army","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:16:37.000",1,1,zDA323wBtA8X4oc1P4j9,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","20, 29",JUNGKOOK,JUNGKOOK,"-","RT @frofel: We need #JUNGKOOK action star..omg! Why this man fit for everything and anything…i can’t, He keeps on surprising us… https://t.co/oC6JwXAUbo","RT @frofel: We need #JUNGKOOK action star..omg! Why this man fit for everything and anything…i can’t, He keeps on surprising us… https://t.co/oC6JwXAUbo",false,"http://twitter.com/jk_yola/status/1455131661440634880","http://twitter.com/jk_yola/status/1455131661440634880","-","-","jk_yola","jk_yola","190,742,864",190742864,190742864,"3, 10","💜💜💜","💜💜💜",frofel,frofel
"Nov 1, 2021 @ 20:16:36.000",1,1,yzA323wBtA8X4oc1PIid,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/SyifaaUmmi/status/1455131657946554372","http://twitter.com/SyifaaUmmi/status/1455131657946554372","-","-",SyifaaUmmi,SyifaaUmmi,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:16:18.000",1,1,yjA223wBtA8X4oc19Ygb,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/7s3ch8uaAbO0TxX/status/1455131581320994822","http://twitter.com/7s3ch8uaAbO0TxX/status/1455131581320994822","-","-",7s3ch8uaAbO0TxX,7s3ch8uaAbO0TxX,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:16:10.000",1,1,yTA223wBtA8X4oc11Iiq,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Lilly78317264/status/1455131546332143618","http://twitter.com/Lilly78317264/status/1455131546332143618","-","-",Lilly78317264,Lilly78317264,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:15:59.000",1,1,yDA223wBtA8X4oc1qIiX,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/youngstervk/status/1455131498902798337","http://twitter.com/youngstervk/status/1455131498902798337","-","-",youngstervk,youngstervk,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:15:01.000",1,1,xzA123wBtA8X4oc1x4iz,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/jeonsbestie_/status/1455131257596227589","http://twitter.com/jeonsbestie_/status/1455131257596227589","-","-","jeonsbestie_","jeonsbestie_","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:14:54.000",1,1,xjA123wBtA8X4oc1rIh3,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/paolacabreraok/status/1455131228320018432","http://twitter.com/paolacabreraok/status/1455131228320018432","-","-",paolacabreraok,paolacabreraok,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:14:50.000",1,1,xTA123wBtA8X4oc1nYgj,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/8UqGtRcwDiCpieX/status/1455131211907551239","http://twitter.com/8UqGtRcwDiCpieX/status/1455131211907551239","-","-",8UqGtRcwDiCpieX,8UqGtRcwDiCpieX,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:14:26.000",1,1,"xDA123wBtA8X4oc1QIi-","kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/iamajestyy/status/1455131112716574720","http://twitter.com/iamajestyy/status/1455131112716574720","-","-",iamajestyy,iamajestyy,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:14:16.000",1,1,wzA123wBtA8X4oc1F4g3,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/jelinajoie/status/1455131068122603524","http://twitter.com/jelinajoie/status/1455131068122603524","-","-",jelinajoie,jelinajoie,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:13:54.000",1,1,wjA023wBtA8X4oc1wYgy,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/charmedlife00/status/1455130975688540165","http://twitter.com/charmedlife00/status/1455130975688540165","-","-",charmedlife00,charmedlife00,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:13:45.000",1,1,wTA023wBtA8X4oc1noiV,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/JkAceofKpop97/status/1455130938581544961","http://twitter.com/JkAceofKpop97/status/1455130938581544961","-","-",JkAceofKpop97,JkAceofKpop97,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:13:09.000",1,1,wDA023wBtA8X4oc1E4iX,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/kimchinyatae/status/1455130789469769731","http://twitter.com/kimchinyatae/status/1455130789469769731","-","-",kimchinyatae,kimchinyatae,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:13:04.000",1,1,"vzAz23wBtA8X4oc1_Yjb","kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","jun jihyun is the first korean actress that made me cry over a movie (windstruck) so saying she's not good nahh tha… https://t.co/pqBVYbqbna","jun jihyun is the first korean actress that made me cry over a movie (windstruck) so saying she's not good nahh tha… https://t.co/pqBVYbqbna",false,"http://twitter.com/sloowgi/status/1455130765776375815","http://twitter.com/sloowgi/status/1455130765776375815","https://twitter.com/i/web/status/1455130765776375815","https://twitter.com/i/web/status/1455130765776375815",sloowgi,sloowgi,"-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 20:12:49.000",1,1,vjAz23wBtA8X4oc1xIic,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Kookoo111199/status/1455130704459669505","http://twitter.com/Kookoo111199/status/1455130704459669505","-","-",Kookoo111199,Kookoo111199,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:12:47.000",1,1,vTAz23wBtA8X4oc1vIhz,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/ghzlxkk/status/1455130695790170116","http://twitter.com/ghzlxkk/status/1455130695790170116","-","-",ghzlxkk,ghzlxkk,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:12:38.000",1,1,vDAz23wBtA8X4oc1mohf,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/kookieb20471251/status/1455130659274452995","http://twitter.com/kookieb20471251/status/1455130659274452995","-","-",kookieb20471251,kookieb20471251,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:12:31.000",1,1,uzAz23wBtA8X4oc1f4hY,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/LittIePu9/status/1455130630140928006","http://twitter.com/LittIePu9/status/1455130630140928006","-","-",LittIePu9,LittIePu9,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:12:13.000",1,1,ujAz23wBtA8X4oc1OIhK,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/hlphlp1/status/1455130553846419465","http://twitter.com/hlphlp1/status/1455130553846419465","-","-",hlphlp1,hlphlp1,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:12:03.000",1,1,uTAz23wBtA8X4oc1Eog0,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/bunn_dya/status/1455130512897437705","http://twitter.com/bunn_dya/status/1455130512897437705","-","-","bunn_dya","bunn_dya","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:11:17.000",1,1,"uDAy23wBtA8X4oc1W4i-","kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/bts__iu1007/status/1455130316998262790","http://twitter.com/bts__iu1007/status/1455130316998262790","-","-","bts__iu1007","bts__iu1007","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:11:13.000",1,1,tzAy23wBtA8X4oc1TIiT,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/KungMonkron_JK/status/1455130300200013825","http://twitter.com/KungMonkron_JK/status/1455130300200013825","-","-","KungMonkron_JK","KungMonkron_JK","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:11:01.000",1,1,tjAy23wBtA8X4oc1HoiW,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/JK091321/status/1455130251453878278","http://twitter.com/JK091321/status/1455130251453878278","-","-",JK091321,JK091321,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:10:57.000",1,1,tTAy23wBtA8X4oc1DIjx,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","La película ""Pyongyang Nalpharam"" en este enlace. La crítica en este enlace:
https://t.co/ztMXqFBlUX
North Korean M… https://t.co/GPRegg2aBE","La película ""Pyongyang Nalpharam"" en este enlace. La crítica en este enlace:
https://t.co/ztMXqFBlUX
North Korean M… https://t.co/GPRegg2aBE",false,"http://twitter.com/CineCoreadelNor/status/1455130232319614985","http://twitter.com/CineCoreadelNor/status/1455130232319614985","http://antoniofernandezmunarrizhabladecine.blogspot.com/2020/01/pyongyang-nalpharam.html, https://twitter.com/i/web/status/1455130232319614985","http://antoniofernandezmunarrizhabladecine.blogspot.com/2020/01/pyongyang-nalpharam.html, https://twitter.com/i/web/status/1455130232319614985",CineCoreadelNor,CineCoreadelNor,"-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 20:10:47.000",1,1,tDAx23wBtA8X4oc15ogI,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/jungkookxcapt/status/1455130190623821825","http://twitter.com/jungkookxcapt/status/1455130190623821825","-","-",jungkookxcapt,jungkookxcapt,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 20:10:40.000",1,1,szAx23wBtA8X4oc1zIhe,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/NadiaShooky/status/1455130163092590595","http://twitter.com/NadiaShooky/status/1455130163092590595","-","-",NadiaShooky,NadiaShooky,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
