"@timestamp","@version","@version.keyword","_id","_index","_score","_type",client,"client.keyword","hashtags.indices","hashtags.text","hashtags.text.keyword","in-reply-to",message,"message.keyword",retweeted,source,"source.keyword",urls,"urls.keyword",user,"user.keyword","user_mentions.id","user_mentions.id_str","user_mentions.id_str.keyword","user_mentions.indices","user_mentions.name","user_mentions.name.keyword","user_mentions.screen_name","user_mentions.screen_name.keyword"
"Nov 1, 2021 @ 22:18:11.000",1,1,1jCm23wBtA8X4oc1i4mN,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/mjcedeno26/status/1455162253984944135","http://twitter.com/mjcedeno26/status/1455162253984944135","-","-",mjcedeno26,mjcedeno26,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:17:34.000",1,1,"1TCl23wBtA8X4oc1-4mA","kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/itboysjjk/status/1455162099722645510","http://twitter.com/itboysjjk/status/1455162099722645510","-","-",itboysjjk,itboysjjk,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:17:33.000",1,1,1DCl23wBtA8X4oc19okZ,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/MChrizyll/status/1455162093909385226","http://twitter.com/MChrizyll/status/1455162093909385226","-","-",MChrizyll,MChrizyll,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:17:04.000",1,1,0zCl23wBtA8X4oc1hYlJ,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Carolin72188974/status/1455161972719292422","http://twitter.com/Carolin72188974/status/1455161972719292422","-","-",Carolin72188974,Carolin72188974,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:16:05.000",1,1,0jCk23wBtA8X4oc1nolV,"kmovie_short","-","_doc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/blackheartlov11/status/1455161724785475597","http://twitter.com/blackheartlov11/status/1455161724785475597","-","-",blackheartlov11,blackheartlov11,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:15:50.000",1,1,0TCk23wBtA8X4oc1Yonz,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @ihugbabykoo: Omg omg omg 😭😭😭","RT @ihugbabykoo: Omg omg omg 😭😭😭",false,"http://twitter.com/Arohisarma6/status/1455161660868476933","http://twitter.com/Arohisarma6/status/1455161660868476933","-","-",Arohisarma6,Arohisarma6,"1,447,642,901,106,749,440",1447642901106749440,1447642901106749440,"3, 15","xael⁷ ♡s 국","xael⁷ ♡s 국",ihugbabykoo,ihugbabykoo
"Nov 1, 2021 @ 22:15:15.000",1,1,0DCj23wBtA8X4oc124k1,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","binge watching zombie theme korean movie. kelangan natin ma divert isip ko sa ibang bagay 🥲","binge watching zombie theme korean movie. kelangan natin ma divert isip ko sa ibang bagay 🥲",false,"http://twitter.com/monica__131/status/1455161515347111936","http://twitter.com/monica__131/status/1455161515347111936","-","-","monica__131","monica__131","-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 22:15:11.000",1,1,zzCj23wBtA8X4oc1yomX,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Angelskookik/status/1455161497433214983","http://twitter.com/Angelskookik/status/1455161497433214983","-","-",Angelskookik,Angelskookik,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:14:23.000",1,1,zjCj23wBtA8X4oc1D4ms,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @jpegdocu: Bila local film ni hauk. Org kita akan cari replacement utk isi kosong tu. Thats explain why our people rather watc… https://t.co/m219gk33OV","RT @jpegdocu: Bila local film ni hauk. Org kita akan cari replacement utk isi kosong tu. Thats explain why our people rather watc… https://t.co/m219gk33OV",false,"http://twitter.com/acapzhd/status/1455161296660283396","http://twitter.com/acapzhd/status/1455161296660283396","-","-",acapzhd,acapzhd,"757,084,137,744,281,600",757084137744281601,757084137744281601,"3, 12",JPGfinal,JPGfinal,jpegdocu,jpegdocu
"Nov 1, 2021 @ 22:14:09.000",1,1,zTCi23wBtA8X4oc12Yk1,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @kookdoeeyes7: Imagine if we get an action star Jeon Jungkook 🔥🔥 breathtaking vibe 🔥❤️","RT @kookdoeeyes7: Imagine if we get an action star Jeon Jungkook 🔥🔥 breathtaking vibe 🔥❤️",false,"http://twitter.com/JkAceofKpop97/status/1455161237935853571","http://twitter.com/JkAceofKpop97/status/1455161237935853571","-","-",JkAceofKpop97,JkAceofKpop97,"1,368,737,375,883,526,144",1368737375883526144,1368737375883526144,"3, 16","moon♡ʲᵏ","moon♡ʲᵏ",kookdoeeyes7,kookdoeeyes7
"Nov 1, 2021 @ 22:13:22.000",1,1,zDCi23wBtA8X4oc1IYld,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Reeseyy_1/status/1455161040803487745","http://twitter.com/Reeseyy_1/status/1455161040803487745","-","-","Reeseyy_1","Reeseyy_1","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:11:45.000",1,1,yzCg23wBtA8X4oc1polq,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Metome47411231/status/1455160633834369029","http://twitter.com/Metome47411231/status/1455160633834369029","-","-",Metome47411231,Metome47411231,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:11:32.000",1,1,yjCg23wBtA8X4oc1colI,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/siashenneh/status/1455160578079481856","http://twitter.com/siashenneh/status/1455160578079481856","-","-",siashenneh,siashenneh,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:11:23.000",1,1,yTCg23wBtA8X4oc1UokI,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/JJKBYJANE/status/1455160543128530948","http://twitter.com/JJKBYJANE/status/1455160543128530948","-","-",JJKBYJANE,JJKBYJANE,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:10:48.000",1,1,yDCf23wBtA8X4oc1xolZ,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","47, 57",KimSeonHo,KimSeonHo,"-","RT @Korb_blog: Here are 3 things to know about #KimSeonHo ’s “Sad Tropics” movie debut in 2022 and more.

ACTOR KIM SEONHO MOVIE D… https://t.co/Lez5oQSV9c","RT @Korb_blog: Here are 3 things to know about #KimSeonHo ’s “Sad Tropics” movie debut in 2022 and more.

ACTOR KIM SEONHO MOVIE D… https://t.co/Lez5oQSV9c",false,"http://twitter.com/justriri1401/status/1455160393341435907","http://twitter.com/justriri1401/status/1455160393341435907","-","-",justriri1401,justriri1401,"1,427,172,199,559,950,336",1427172199559950338,1427172199559950338,"3, 13","KORB_Blog","KORB_Blog","Korb_blog","Korb_blog"
"Nov 1, 2021 @ 22:09:38.000",1,1,xzCe23wBtA8X4oc1t4nO,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/eternamentejk/status/1455160102852313092","http://twitter.com/eternamentejk/status/1455160102852313092","-","-",eternamentejk,eternamentejk,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:08:04.000",1,1,xjCd23wBtA8X4oc1SYme,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/Knbb___/status/1455159709615280128","http://twitter.com/Knbb___/status/1455159709615280128","-","-","Knbb___","Knbb___","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:07:54.000",1,1,xTCd23wBtA8X4oc1IImv,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","first korean actor yang berjaya lepaskan diri drpd ""cancel culture""","first korean actor yang berjaya lepaskan diri drpd ""cancel culture""",false,"http://twitter.com/nhbmt_/status/1455159665587736576","http://twitter.com/nhbmt_/status/1455159665587736576","-","-","nhbmt_","nhbmt_","-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 22:07:45.000",1,1,"xDCc23wBtA8X4oc1_Im1","kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/kookgallery_/status/1455159626945683460","http://twitter.com/kookgallery_/status/1455159626945683460","-","-","kookgallery_","kookgallery_","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:07:42.000",1,1,wzCc23wBtA8X4oc18om0,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/BkBismita/status/1455159616375963654","http://twitter.com/BkBismita/status/1455159616375963654","-","-",BkBismita,BkBismita,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:07:39.000",1,1,wjCc23wBtA8X4oc15InM,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/__kika__22/status/1455159601439993864","http://twitter.com/__kika__22/status/1455159601439993864","-","-","__kika__22","__kika__22","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:07:06.000",1,1,"wTCc23wBtA8X4oc1ZIl-","kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/hobigguk18/status/1455159463556653058","http://twitter.com/hobigguk18/status/1455159463556653058","-","-",hobigguk18,hobigguk18,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:06:21.000",1,1,wDCb23wBtA8X4oc1tolk,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","actor jungkook is what we want to see 😏","actor jungkook is what we want to see 😏",false,"http://twitter.com/JJKBYJANE/status/1455159276486500353","http://twitter.com/JJKBYJANE/status/1455159276486500353","-","-",JJKBYJANE,JJKBYJANE,"-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 22:06:13.000",1,1,vzCb23wBtA8X4oc1lomJ,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/YMoohat/status/1455159242374057987","http://twitter.com/YMoohat/status/1455159242374057987","-","-",YMoohat,YMoohat,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:06:07.000",1,1,vjCb23wBtA8X4oc1gIla,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/KeizahRaine/status/1455159218638450690","http://twitter.com/KeizahRaine/status/1455159218638450690","-","-",KeizahRaine,KeizahRaine,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:06:03.000",1,1,vTCb23wBtA8X4oc1bYkm,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/himochibye_/status/1455159197998272516","http://twitter.com/himochibye_/status/1455159197998272516","-","-","himochibye_","himochibye_","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:05:56.000",1,1,vDCb23wBtA8X4oc1VYlu,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/bunnyyy_LJ/status/1455159172413026309","http://twitter.com/bunnyyy_LJ/status/1455159172413026309","-","-","bunnyyy_LJ","bunnyyy_LJ","1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:05:40.000",1,1,uzCb23wBtA8X4oc1FYkR,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/JJKBYJANE/status/1455159103450386440","http://twitter.com/JJKBYJANE/status/1455159103450386440","-","-",JJKBYJANE,JJKBYJANE,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:05:06.000",1,1,ujCa23wBtA8X4oc1komV,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","เอาสิ","เอาสิ",false,"http://twitter.com/bear_jklt/status/1455158963037564930","http://twitter.com/bear_jklt/status/1455158963037564930","-","-","bear_jklt","bear_jklt","-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 22:03:16.000",1,1,tzCY23wBtA8X4oc14Yk9,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @Shuo_wh: Having no intention to read BTS lyrics at all, no effort at all to understand what they’re saying in Korean, is act… https://t.co/MncvEGlFEN","RT @Shuo_wh: Having no intention to read BTS lyrics at all, no effort at all to understand what they’re saying in Korean, is act… https://t.co/MncvEGlFEN",false,"http://twitter.com/soulmoonembrace/status/1455158498082361351","http://twitter.com/soulmoonembrace/status/1455158498082361351","-","-",soulmoonembrace,soulmoonembrace,"2,426,714,696",2426714696,2426714696,"3, 11","ᴮᴱ 🎃 witchy アイリス (IA until my mind drifts) 🎃 ⁷","ᴮᴱ 🎃 witchy アイリス (IA until my mind drifts) 🎃 ⁷","Shuo_wh","Shuo_wh"
"Nov 1, 2021 @ 22:03:16.000",1,1,uDCY23wBtA8X4oc14olZ,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","sí por favor qyuda","sí por favor qyuda",false,"http://twitter.com/jeonizukook/status/1455158499198054401","http://twitter.com/jeonizukook/status/1455158499198054401","-","-",jeonizukook,jeonizukook,"-","-","-","-","-","-","-","-"
"Nov 1, 2021 @ 22:03:16.000",1,1,uTCY23wBtA8X4oc14omz,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/jeonizukook/status/1455158499529351169","http://twitter.com/jeonizukook/status/1455158499529351169","-","-",jeonizukook,jeonizukook,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
"Nov 1, 2021 @ 22:03:02.000",1,1,tjCY23wBtA8X4oc1rYkg,"kmovie_short","-","_doc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","-","-","-","-","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX","RT @JungkookPub: Korean Netizens strongly call Jungkook to star as a leading actor in a movie, following the teaser of BTS's 2022 Se… https://t.co/XdGQwE3eVX",false,"http://twitter.com/swaggerjeonpark/status/1455158442075648010","http://twitter.com/swaggerjeonpark/status/1455158442075648010","-","-",swaggerjeonpark,swaggerjeonpark,"1,418,910,685,925,347,328",1418910685925347332,1418910685925347332,"3, 15","방탄소년단정국's Publicity","방탄소년단정국's Publicity",JungkookPub,JungkookPub
